,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,data
393,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,lenseAssembly,ferrousMetals,,0.52
394,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,lenseAssembly,glass,,0.21
395,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,lenseAssembly,plastics,,0.05
396,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,lenseAssembly,undefinedAndMixedMaterials,,0.19
397,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,lightingFlash,AlAndAlAlloys,,0.52
398,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,lightingFlash,CuAndCuAlloys,,0.44
399,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,lightingFlash,ferrousMetals,,0.18
400,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,lightingFlash,glass,,0.48
401,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,lightingFlash,plastics,,0.15
402,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,lightingFlash,undefinedAndMixedMaterials,,0.14
403,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,magnetPermanent,otherOrUndefinedMaterials,,0.16
404,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,AlAndAlAlloys,,0.21
405,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,CuAndCuAlloys,,0.1
406,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,ferrousMetals,,0.15
407,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,otherMetalsAndMetalAlloys,,0.56
408,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,plastics,,0.2
409,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,mainboardInclCPUgpu,undefinedAndMixedMaterials,,0.41
410,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,non-electricCoil,AlAndAlAlloys,,0.4
411,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,non-electricCoil,ferrousMetals,,0.5
412,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,non-electricCoil,plastics,,0.42
413,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,onOffSwitch,CuAndCuAlloys,,0.37
414,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,onOffSwitch,plastics,,0.51
415,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,AlAndAlAlloys,,0.5
416,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,CuAndCuAlloys,,0.44
417,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,ferrousMetals,,0.49
418,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,glass,,0.53
419,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,otherMetalsAndMetalAlloys,,0.2
420,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,otherOrUndefinedMaterials,,0.16
421,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,plastics,,0.27
422,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,otherElectricCompUnspecified,undefinedAndMixedMaterials,,0.38
423,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,AlAndAlAlloys,,0.25
424,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,CuAndCuAlloys,,0.49
425,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,ferrousMetals,,0.17
426,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,plastics,,0.36
427,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,steelAndSteelAlloys,,0.33
428,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,otherNonElectricCompUnspecified,undefinedAndMixedMaterials,,0.33
429,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,passiveJunctionBox,CuAndCuAlloys,,0.42
430,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,passiveJunctionBox,otherOrUndefinedMaterials,,0.43
431,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,passiveJunctionBox,plastics,,0.14
432,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,pcbWEEECat,plastics,,0.57
433,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,AlAndAlAlloys,,0.53
434,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,CuAndCuAlloys,,0.31
435,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,powerSupply,ferrousMetals,,0.59
436,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,otherMetalsAndMetalAlloys,,0.16
437,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,powerSupply,plastics,,0.48
438,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,powerSupply,undefinedAndMixedMaterials,,0.1
439,WEEE_2RM_mechRec2Smelter_other,,,ironWroughtAndCast,,WEEE_mechRec1_mechRec2,,pump,ironWroughtAndCast,,0.11
440,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,pump,steelAndSteelAlloys,,0.5
441,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,refrigerant,otherOrUndefinedMaterials,,0.38
442,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,remoteControl,AlAndAlAlloys,,0.42
443,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,remoteControl,CuAndCuAlloys,,0.16
444,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,remoteControl,ferrousMetals,,0.5
445,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,remoteControl,otherOrUndefinedMaterials,,0.37
446,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,remoteControl,plastics,,0.53
447,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,remoteControl,undefinedAndMixedMaterials,,0.14
448,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,rotor,ferrousMetals,,0.12
449,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,rotor,plastics,,0.36
450,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,screw,CuAndCuAlloys,,0.25
451,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,screw,ferrousMetals,,0.24
452,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,sensorUnspecified,ferrousMetals,,0.23
453,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,sensorUnspecified,plastics,,0.27
454,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,CuAndCuAlloys,,0.5
455,WEEE_2RM_mechRec2Smelter_other,,,bitumen,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,bitumen,,0.16
456,WEEE_2RM_mechRec2Smelter_other,,,ceramicComposites,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,ceramicComposites,,0.35
457,WEEE_2RM_mechRec2Smelter_other,,,concrete,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,concrete,,0.13
458,WEEE_2RM_mechRec2Smelter_other,,,glass,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,glass,,0.27
459,WEEE_2RM_mechRec2Smelter_other,,,ironWroughtAndCast,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,ironWroughtAndCast,,0.23
460,WEEE_2RM_mechRec2Smelter_other,,,oil4,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,oil4,,0.15
461,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,otherMetalsAndMetalAlloys,,0.58
462,WEEE_2RM_mechRec2Smelter_other,,,otherOrUndefinedMaterials,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,otherOrUndefinedMaterials,,0.27
463,WEEE_2RM_mechRec2Smelter_other,,,otherOrganics,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,otherOrganics,,0.56
464,WEEE_2RM_mechRec2Smelter_other,,,plasticComposites,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,plasticComposites,,0.15
465,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,plastics,,0.18
466,WEEE_2RM_mechRec2Smelter_other,,,reinforcedPlastics,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,reinforcedPlastics,,0.33
467,WEEE_2RM_mechRec2Smelter_other,,,sand,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,sand,,0.1
468,WEEE_2RM_mechRec2Smelter_other,,,steelAndSteelAlloys,,WEEE_mechRec1_mechRec2,,shadowComponentWEEE,steelAndSteelAlloys,,0.12
469,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,speakerEEE2,AlAndAlAlloys,,0.38
470,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,speakerEEE2,CuAndCuAlloys,,0.4
471,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,speakerEEE2,ferrousMetals,,0.57
472,WEEE_2RM_mechRec2Smelter_other,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,speakerEEE2,otherMetalsAndMetalAlloys,,0.36
473,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,speakerEEE2,plastics,,0.24
474,WEEE_2RM_mechRec2Smelter_other,,,undefinedAndMixedMaterials,,WEEE_mechRec1_mechRec2,,speakerEEE2,undefinedAndMixedMaterials,,0.39
475,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,transformator,CuAndCuAlloys,,0.5
476,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,transformator,ferrousMetals,,0.47
477,WEEE_2RM_mechRec2Smelter_other,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,transmission,AlAndAlAlloys,,0.26
478,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,transmission,ferrousMetals,,0.45
479,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,transmission,plastics,,0.53
480,WEEE_2RM_mechRec2Smelter_other,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,transmitter,CuAndCuAlloys,,0.49
481,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,transmitter,ferrousMetals,,0.46
482,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,transmitter,plastics,,0.18
483,WEEE_2RM_mechRec2Smelter_other,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,wheel,ferrousMetals,,0.24
484,WEEE_2RM_mechRec2Smelter_other,,,plastics,,WEEE_mechRec1_mechRec2,,wheel,plastics,,0.18
485,WEEE_2RM_mechRec2Smelter_other,,,polymerPA6GF30,,WEEE_mechRec1_mechRec2,,wheel,polymerPA6GF30,,0.34
486,WEEE_2RM_mechRec2Smelter_other,,,polymerPPTF20,,WEEE_mechRec1_mechRec2,,wheel,polymerPPTF20,,0.35
487,WEEE_2RM_mechRec2Smelter_other,,,polymerPPTF30,,WEEE_mechRec1_mechRec2,,wheel,polymerPPTF30,,0.22
488,WEEE_mechRec2_thermal,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,AlAndAlAlloys,,0.52
489,WEEE_mechRec2_thermal,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,CuAndCuAlloys,,0.23
490,WEEE_mechRec2_thermal,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,powerSupply,ferrousMetals,,0.16
491,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,otherMetalsAndMetalAlloys,,0.32
492,WEEE_mechRec2_chem,,,AlAndAlAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,AlAndAlAlloys,,0.23
493,WEEE_mechRec2_chem,,,CuAndCuAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,CuAndCuAlloys,,0.06
494,WEEE_mechRec2_chem,,,ferrousMetals,,WEEE_mechRec1_mechRec2,,powerSupply,ferrousMetals,,0.43
495,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,,WEEE_mechRec1_mechRec2,,powerSupply,otherMetalsAndMetalAlloys,,0.43
496,WEEE_2RM_thermal2Smelter_other,,,,Ag,WEEE_mechRec2_thermal,,,ferrousMetals,Ag,0.18
497,WEEE_2RM_thermal2Smelter_other,,,,Ca,WEEE_mechRec2_thermal,,,ferrousMetals,Ca,0.53
498,WEEE_2RM_thermal2Smelter_other,,,,Cu,WEEE_mechRec2_thermal,,,ferrousMetals,Cu,0.29
499,WEEE_2RM_thermal2Smelter_other,,,,Ag,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Ag,0.46
500,WEEE_2RM_thermal2Smelter_other,,,,Al,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Al,0.37
501,WEEE_2RM_thermal2Smelter_other,,,,Dy,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Dy,0.11
502,WEEE_2RM_thermal2Smelter_other,,,,Al,WEEE_mechRec2_thermal,,,AlAndAlAlloys,Al,0.07
503,WEEE_2RM_thermal2Smelter_other,,,,Cu,WEEE_mechRec2_thermal,,,CuAndCuAlloys,Cu,0.55
504,WEEE_2RM_chem2Smelter_other,,,,Ag,WEEE_mechRec2_chem,,,ferrousMetals,Ag,0.46
505,WEEE_2RM_chem2Smelter_other,,,,Ca,WEEE_mechRec2_chem,,,ferrousMetals,Ca,0.48
506,WEEE_2RM_chem2Smelter_other,,,,Cu,WEEE_mechRec2_chem,,,ferrousMetals,Cu,0.43
507,WEEE_2RM_chem2Smelter_other,,,,Ag,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Ag,0.09
508,WEEE_2RM_chem2Smelter_other,,,,Al,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Al,0.34
509,WEEE_2RM_chem2Smelter_other,,,,Dy,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Dy,0.58
510,WEEE_2RM_chem2Smelter_other,,,,Al,WEEE_mechRec2_chem,,,AlAndAlAlloys,Al,0.43
511,WEEE_2RM_chem2Smelter_other,,,,Cu,WEEE_mechRec2_chem,,,CuAndCuAlloys,Cu,0.1
512,WEEE_thermal_chem,,,,Ag,WEEE_mechRec2_thermal,,,ferrousMetals,Ag,0.16
513,WEEE_thermal_chem,,,,Ca,WEEE_mechRec2_thermal,,,ferrousMetals,Ca,0.5
514,WEEE_thermal_chem,,,,Cu,WEEE_mechRec2_thermal,,,ferrousMetals,Cu,0.25
515,WEEE_thermal_chem,,,,Ag,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Ag,0.47
516,WEEE_thermal_chem,,,,Al,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Al,0.4
517,WEEE_thermal_chem,,,,Dy,WEEE_mechRec2_thermal,,,otherMetalsAndMetalAlloys,Dy,0.39
518,WEEE_thermal_chem,,,,Al,WEEE_mechRec2_thermal,,,AlAndAlAlloys,Al,0.41
519,WEEE_thermal_chem,,,,Cu,WEEE_mechRec2_thermal,,,CuAndCuAlloys,Cu,0.5
520,WEEE_mechRec2_thermal,,,,Ag,WEEE_mechRec2_chem,,,ferrousMetals,Ag,0.25
521,WEEE_mechRec2_thermal,,,,Ca,WEEE_mechRec2_chem,,,ferrousMetals,Ca,0.54
522,WEEE_mechRec2_thermal,,,,Cu,WEEE_mechRec2_chem,,,ferrousMetals,Cu,0.32
523,WEEE_mechRec2_thermal,,,,Ag,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Ag,0.15
524,WEEE_mechRec2_thermal,,,,Al,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Al,0.15
525,WEEE_mechRec2_thermal,,,,Dy,WEEE_mechRec2_chem,,,otherMetalsAndMetalAlloys,Dy,0.23
526,WEEE_mechRec2_thermal,,,,Al,WEEE_mechRec2_chem,,,AlAndAlAlloys,Al,0.06
527,WEEE_mechRec2_thermal,,,,Cu,WEEE_mechRec2_chem,,,CuAndCuAlloys,Cu,0.11
528,WEEE_2RM_chem2Smelter_other,,,,Ag,WEEE_thermal_chem,,,,Ag,0.3
529,WEEE_2RM_chem2Smelter_other,,,,Ca,WEEE_thermal_chem,,,,Ca,0.59
530,WEEE_2RM_chem2Smelter_other,,,,Cu,WEEE_thermal_chem,,,,Cu,0.32
531,WEEE_2RM_chem2Smelter_other,,,,Ag,WEEE_thermal_chem,,,,Ag,0.4
532,WEEE_2RM_chem2Smelter_other,,,,Al,WEEE_thermal_chem,,,,Al,0.43
533,WEEE_2RM_chem2Smelter_other,,,,Dy,WEEE_thermal_chem,,,,Dy,0.32
534,WEEE_2RM_chem2Smelter_other,,,,Al,WEEE_thermal_chem,,,,Al,0.51
535,WEEE_2RM_chem2Smelter_other,,,,Cu,WEEE_thermal_chem,,,,Cu,0.31
536,WEEE_2RM_thermal2Smelter_other,,,,Ag,WEEE_chem_thermal,,,,Ag,0.18
537,WEEE_2RM_thermal2Smelter_other,,,,Ca,WEEE_chem_thermal,,,,Ca,0.32
538,WEEE_2RM_thermal2Smelter_other,,,,Cu,WEEE_chem_thermal,,,,Cu,0.4
539,WEEE_2RM_thermal2Smelter_other,,,,Ag,WEEE_chem_thermal,,,,Ag,0.59
540,WEEE_2RM_thermal2Smelter_other,,,,Al,WEEE_chem_thermal,,,,Al,0.53
541,WEEE_2RM_thermal2Smelter_other,,,,Dy,WEEE_chem_thermal,,,,Dy,0.23
542,WEEE_2RM_thermal2Smelter_other,,,,Al,WEEE_chem_thermal,,,,Al,0.06
543,WEEE_2RM_thermal2Smelter_other,,,,Cu,WEEE_chem_thermal,,,,Cu,0.18
544,WEEE_generatedComplementaryMetalScrap,,ComponentShadowWEEE,,,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,,,0.21
