,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info
327,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,plastics,E*,0.22,1221,,
328,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,displayLCD,undefinedAndMixedMaterials,E*,0.4,1221,,
329,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayOther,AlAndAlAlloys,E*,0.09,1221,,
330,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayOther,CuAndCuAlloys,E*,0.43,1221,,
331,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,displayOther,ferrousMetals,E*,0.15,1221,,
332,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,displayOther,glass,E*,0.57,1221,,
333,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,displayOther,otherMetalsAndMetalAlloys,E*,0.3,1221,,
334,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,displayOther,plastics,E*,0.58,1221,,
335,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,displayOther,undefinedAndMixedMaterials,E*,0.24,1221,,
336,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,AlAndAlAlloys,E*,0.26,1221,,
337,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,CuAndCuAlloys,E*,0.25,1221,,
338,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,ferrousMetals,E*,0.5,1221,,
339,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,otherMetalsAndMetalAlloys,E*,0.54,1221,,
340,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,plastics,E*,0.06,1221,,
341,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,driveCDDInt,undefinedAndMixedMaterials,E*,0.32,1221,,
342,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveFDD,AlAndAlAlloys,E*,0.37,1221,,
343,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,driveFDD,ferrousMetals,E*,0.47,1221,,
344,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,AlAndAlAlloys,E*,0.34,1221,,
345,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,CuAndCuAlloys,E*,0.53,1221,,
346,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,ferrousMetals,E*,0.44,1221,,
347,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,otherMetalsAndMetalAlloys,E*,0.17,1221,,
348,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,plastics,E*,0.15,1221,,
349,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,driveHDD,undefinedAndMixedMaterials,E*,0.05,1221,,
350,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,driveUnspecified,CuAndCuAlloys,E*,0.2,1221,,
351,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,driveUnspecified,ferrousMetals,E*,0.34,1221,,
352,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,driveUnspecified,plastics,E*,0.07,1221,,
353,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,driveUnspecified,undefinedAndMixedMaterials,E*,0.37,1221,,
354,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,AlAndAlAlloys,E*,0.16,1221,,
355,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,CuAndCuAlloys,E*,0.54,1221,,
356,WEEE_2RM_mechRec2Smelter_other,P*,C*,carbon,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,carbon,E*,0.47,1221,,
357,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,ferrousMetals,E*,0.19,1221,,
358,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrganics,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,otherOrganics,E*,0.59,1221,,
359,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,electricEngine,plastics,E*,0.48,1221,,
360,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,filterFoamBased,plastics,E*,0.59,1221,,
361,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,gear,plastics,E*,0.49,1221,,
362,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEairCondenser,CuAndCuAlloys,E*,0.09,1221,,
363,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,E*,0.27,1221,,
364,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEairCondenser,plastics,E*,0.49,1221,,
365,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEairCondenser,steelAndSteelAlloys,E*,0.11,1221,,
366,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,AlAndAlAlloys,E*,0.37,1221,,
367,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,CuAndCuAlloys,E*,0.4,1221,,
368,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,ferrousMetals,E*,0.11,1221,,
369,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,otherMetalsAndMetalAlloys,E*,0.36,1221,,
370,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,plastics,E*,0.19,1221,,
371,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,steelAndSteelAlloys,E*,0.59,1221,,
372,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEfan,undefinedAndMixedMaterials,E*,0.34,1221,,
373,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,AlAndAlAlloys,E*,0.51,1221,,
374,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,CuAndCuAlloys,E*,0.17,1221,,
375,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,ferrousMetals,E*,0.52,1221,,
376,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,otherMetalsAndMetalAlloys,E*,0.28,1221,,
377,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,plastics,E*,0.25,1221,,
378,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,heatingCoolingEEEheatSink,undefinedAndMixedMaterials,E*,0.38,1221,,
379,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,inductor,CuAndCuAlloys,E*,0.53,1221,,
380,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,inductor,ferrousMetals,E*,0.2,1221,,
381,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,inductor,plastics,E*,0.28,1221,,
382,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,keyboard,AlAndAlAlloys,E*,0.07,1221,,
383,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,keyboard,CuAndCuAlloys,E*,0.07,1221,,
384,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,keyboard,ferrousMetals,E*,0.18,1221,,
385,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,keyboard,otherMetalsAndMetalAlloys,E*,0.5,1221,,
386,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,keyboard,plastics,E*,0.11,1221,,
387,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,keyboard,undefinedAndMixedMaterials,E*,0.18,1221,,
388,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,knob,AlAndAlAlloys,E*,0.29,1221,,
389,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,knob,ferrousMetals,E*,0.53,1221,,
390,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,knob,plastics,E*,0.55,1221,,
391,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,AlAndAlAlloys,E*,0.17,1221,,
392,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,CuAndCuAlloys,E*,0.28,1221,,
393,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,ferrousMetals,E*,0.52,1221,,
394,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,glass,E*,0.21,1221,,
395,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,plastics,E*,0.05,1221,,
396,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,lenseAssembly,undefinedAndMixedMaterials,E*,0.19,1221,,
397,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,AlAndAlAlloys,E*,0.52,1221,,
398,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,CuAndCuAlloys,E*,0.44,1221,,
399,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,ferrousMetals,E*,0.18,1221,,
400,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,glass,E*,0.48,1221,,
401,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,plastics,E*,0.15,1221,,
402,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,lightingFlash,undefinedAndMixedMaterials,E*,0.14,1221,,
403,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,magnetPermanent,otherOrUndefinedMaterials,E*,0.16,1221,,
404,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,AlAndAlAlloys,E*,0.21,1221,,
405,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,CuAndCuAlloys,E*,0.1,1221,,
406,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,ferrousMetals,E*,0.15,1221,,
407,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,otherMetalsAndMetalAlloys,E*,0.56,1221,,
408,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,plastics,E*,0.2,1221,,
409,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,mainboardInclCPUgpu,undefinedAndMixedMaterials,E*,0.41,1221,,
410,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,non-electricCoil,AlAndAlAlloys,E*,0.4,1221,,
411,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,non-electricCoil,ferrousMetals,E*,0.5,1221,,
412,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,non-electricCoil,plastics,E*,0.42,1221,,
413,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,onOffSwitch,CuAndCuAlloys,E*,0.37,1221,,
414,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,onOffSwitch,plastics,E*,0.51,1221,,
415,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,AlAndAlAlloys,E*,0.5,1221,,
416,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,CuAndCuAlloys,E*,0.44,1221,,
417,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,ferrousMetals,E*,0.49,1221,,
418,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,glass,E*,0.53,1221,,
419,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,otherMetalsAndMetalAlloys,E*,0.2,1221,,
420,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,otherOrUndefinedMaterials,E*,0.16,1221,,
421,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,plastics,E*,0.27,1221,,
422,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,otherElectricCompUnspecified,undefinedAndMixedMaterials,E*,0.38,1221,,
423,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,AlAndAlAlloys,E*,0.25,1221,,
424,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,CuAndCuAlloys,E*,0.49,1221,,
425,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,ferrousMetals,E*,0.17,1221,,
426,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,plastics,E*,0.36,1221,,
427,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,steelAndSteelAlloys,E*,0.33,1221,,
428,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,otherNonElectricCompUnspecified,undefinedAndMixedMaterials,E*,0.33,1221,,
429,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,passiveJunctionBox,CuAndCuAlloys,E*,0.42,1221,,
430,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,passiveJunctionBox,otherOrUndefinedMaterials,E*,0.43,1221,,
431,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,passiveJunctionBox,plastics,E*,0.14,1221,,
432,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,pcbWEEECat,plastics,E*,0.57,1221,,
433,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,AlAndAlAlloys,E*,0.53,1221,,
434,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,CuAndCuAlloys,E*,0.31,1221,,
435,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,ferrousMetals,E*,0.59,1221,,
436,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,otherMetalsAndMetalAlloys,E*,0.16,1221,,
437,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,plastics,E*,0.48,1221,,
438,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,undefinedAndMixedMaterials,E*,0.1,1221,,
439,WEEE_2RM_mechRec2Smelter_other,P*,C*,ironWroughtAndCast,E*,WEEE_mechRec1_mechRec2,P*,pump,ironWroughtAndCast,E*,0.11,1221,,
440,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,pump,steelAndSteelAlloys,E*,0.5,1221,,
441,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,refrigerant,otherOrUndefinedMaterials,E*,0.38,1221,,
442,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,AlAndAlAlloys,E*,0.42,1221,,
443,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,CuAndCuAlloys,E*,0.16,1221,,
444,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,ferrousMetals,E*,0.5,1221,,
445,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,otherOrUndefinedMaterials,E*,0.37,1221,,
446,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,plastics,E*,0.53,1221,,
447,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,remoteControl,undefinedAndMixedMaterials,E*,0.14,1221,,
448,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,rotor,ferrousMetals,E*,0.12,1221,,
449,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,rotor,plastics,E*,0.36,1221,,
450,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,screw,CuAndCuAlloys,E*,0.25,1221,,
451,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,screw,ferrousMetals,E*,0.24,1221,,
452,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,sensorUnspecified,ferrousMetals,E*,0.23,1221,,
453,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,sensorUnspecified,plastics,E*,0.27,1221,,
454,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,CuAndCuAlloys,E*,0.5,1221,,
455,WEEE_2RM_mechRec2Smelter_other,P*,C*,bitumen,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,bitumen,E*,0.16,1221,,
456,WEEE_2RM_mechRec2Smelter_other,P*,C*,ceramicComposites,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,ceramicComposites,E*,0.35,1221,,
457,WEEE_2RM_mechRec2Smelter_other,P*,C*,concrete,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,concrete,E*,0.13,1221,,
458,WEEE_2RM_mechRec2Smelter_other,P*,C*,glass,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,glass,E*,0.27,1221,,
459,WEEE_2RM_mechRec2Smelter_other,P*,C*,ironWroughtAndCast,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,ironWroughtAndCast,E*,0.23,1221,,
460,WEEE_2RM_mechRec2Smelter_other,P*,C*,oil4,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,oil4,E*,0.15,1221,,
461,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,otherMetalsAndMetalAlloys,E*,0.58,1221,,
462,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrUndefinedMaterials,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,otherOrUndefinedMaterials,E*,0.27,1221,,
463,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherOrganics,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,otherOrganics,E*,0.56,1221,,
464,WEEE_2RM_mechRec2Smelter_other,P*,C*,plasticComposites,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,plasticComposites,E*,0.15,1221,,
465,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,plastics,E*,0.18,1221,,
466,WEEE_2RM_mechRec2Smelter_other,P*,C*,reinforcedPlastics,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,reinforcedPlastics,E*,0.33,1221,,
467,WEEE_2RM_mechRec2Smelter_other,P*,C*,sand,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,sand,E*,0.1,1221,,
468,WEEE_2RM_mechRec2Smelter_other,P*,C*,steelAndSteelAlloys,E*,WEEE_mechRec1_mechRec2,P*,shadowComponentWEEE,steelAndSteelAlloys,E*,0.12,1221,,
469,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,AlAndAlAlloys,E*,0.38,1221,,
470,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,CuAndCuAlloys,E*,0.4,1221,,
471,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,ferrousMetals,E*,0.57,1221,,
472,WEEE_2RM_mechRec2Smelter_other,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,otherMetalsAndMetalAlloys,E*,0.36,1221,,
473,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,plastics,E*,0.24,1221,,
474,WEEE_2RM_mechRec2Smelter_other,P*,C*,undefinedAndMixedMaterials,E*,WEEE_mechRec1_mechRec2,P*,speakerEEE2,undefinedAndMixedMaterials,E*,0.39,1221,,
475,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,transformator,CuAndCuAlloys,E*,0.5,1221,,
476,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,transformator,ferrousMetals,E*,0.47,1221,,
477,WEEE_2RM_mechRec2Smelter_other,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,transmission,AlAndAlAlloys,E*,0.26,1221,,
478,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,transmission,ferrousMetals,E*,0.45,1221,,
