level 0,level 1,level 2,level 3,level 4,description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
undefindedAndMixedMaterials,aggregateBinderMixedMaterials,asphalt,,,,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,aggregateBinderMixedMaterials,concrete,,,,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesAl,,,"Ceramic matrix composites, Al",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesAlumina,,,"Ceramic matrix composites, Alumina",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesAluminiumNitride,,,"Ceramic matrix composites, Aluminium Nitride",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesCu,,,"Ceramic matrix composites, Cu",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesFe,,,"Ceramic matrix composites, Fe",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesGlaze,,,"Ceramic matrix composites, Glaze",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesPorcelain,,,"Ceramic matrix composites, Porcelain",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesSilicon ,,,"Ceramic matrix composites, Silicon ",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesSiliconCarbide,,,"Ceramic matrix composites, Silicon Carbide",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,ceramicComposites,ceramicCompositesSiliconNitride,,,"Ceramic matrix composites, Silicon Nitride",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,metalComposites,metalCompositesCuAl,,,"metal composites, Cu Al",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,metalComposites,metalCompositesFeAlCu,,,"Metal composites, Fe Al",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,metalComposites,metalCompositesFeAlCu,,,"Metal composites, Fe Al Cu",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,metalComposites,metalCompositesFeCu,,,"Metal composites, Fe Cu",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,metalComposites,metalCompositesOther,,,"Metal composites, other",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherComposites,,,,,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedCeramics,boronCarbide,,,Boron Carbide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedCeramics,titaniumCarbide,,,Titanium Carbide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedCeramics,tungstenCarbide,,,Tungsten Carbide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedCeramics,zirconiumCarbide,,,Zirconium Carbide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,AlNitride,,,Aluminium Nitride,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,AlOxide,,,Aluminium Oxide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,alumina96Percent,,,Alumina 96%,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,boronNitride,,,Boron Nitride,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,calciumFlouride,,,Calcium Flouride,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,coolant,,,"CFC, HCFC, HFC, NH3-CrO4-mixture",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,diphenylChlorinated,,,Chlorinated diphenyls,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,electrolytesBatteries,,,electrolytes from batteries and accumulators,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,fluff,,,fluff-light fraction and dust containing hazardous substances,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,fluorescentPowder,,,fluorescent coating material (phosphor layer) from CRT's or gas discharge lamps,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,fuel,,,fuels from pyrolysis of wastes and other/similar special waste separation processes (e.g. cracking or similar) of organic wastes,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,inorganicCRTglassResidues,,,"mixture of CRT glass residues after mechanical treatment (e.g. crushing or grinding), front and cone glass pieces +/- glass fines from separation +/- fluorescent coating material +/- residues from cleaning, washing ",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,losses,,,losses,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,nickelSulfate,,,Nickel sulfate,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,polymerMA,,,Maleic anhydride (MA),,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,polymerPHAPHB,,,"Polyhydroxyalkanoates, biodegradable (PHA or PHB)",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,polymerPTFETeflon,,,"Polytetrafluoroethylene 
(PTFE, Teflon)",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,polymerSAN,,,Styrol-Acrylnitril,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,poylmerPVDC,,,Polyvinylidene chloride (PVDC),,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,siliconNitride,,,Silicon Nitride,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,sodiumChloride,,,Sodium Chloride,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,solventsUnspecified,,,other solvents and solvent mixtures,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,stannicOxide,,,Tin dioxide,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,steatile,,,Steatile,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,titania,,,Titania,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,water,,,"condensation water including oil residues, e.g. from treatment of cooling & freezing appliances.",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,zirconia,,,Zirconia,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,otherOrUndefinedMaterials,zirconiumOxideCeramicStablized,,,Zirconium Oxide Ceramic Stablized,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,aramidFiberReinforcedNylon,,,Aramid Fiber reinforced Nylon 6/6,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,aramidFiberReinforcedPolycarbonate,,,Aramid fibre reinforced polycarbonate,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,carbonFiberReinforcedPolycarbonate,,,Carbon fibre reinforced polycarbonate,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,carbonGlassFiberReinforcedPlolycarbonate,,,Carbon+Glass Fiber Reinforced Plolycarbonate,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,compositeCFRP,,,"Carbon-fiber-reinforced plastic, 25% carbon (CFRP)",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,epoxyCarbonFiberComposite,,,Epoxy/Carbon Fiber Composite,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,epoxyGlassFiberComposite,,,Epoxy/Glass Fiber composite,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,fibreComposit,,,"fibre composit is a layered, textile, non-woven, pressed fleece fabric made of wool and/or fibres",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,plasticCompositesAl,,,"Plastic composites, Al",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,plasticCompositesCu,,,"Plastic composites, Cu",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,PlasticCompositesFe,,,"Plastic composites, Fe",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,plasticCompositesFeCu,,,"Plastic composites, Fe Cu",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,plasticCompositesWood,,,"Plastic composites, wood",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,polymerLinoleum,,,Linoleum,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,polymerPC30GlassFibre,,,"Polycarbonate (PC), 30% glass fibre",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,polymerSMCDMC25,,,"Sheet and dough moulding compound (SMC and DMC), 25% GL",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,plasticComposites,polymerSMCDMC50,,,"Sheet and dough moulding compound (SMC and DMC), 50% GL",,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,reinforcedMaterials,reinforcedConcrete,,,,,,,,,,,,,,,,,,,,,,,
undefindedAndMixedMaterials,reinforcedMaterials,reinforcedPlastics,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,<-- unique values,326,<-- TOTAL unique values,,,,,,,,,,,,,,,,,,,
