,info,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info
530,530,10,1,33,13,6,9,1,33,13,6,0.32,2111,chemical process,
530,530,10,1,33,12,6,9,1,33,12,6,0.32,2111,chemical process,
530,530,10,1,19,22,6,9,1,19,22,6,0.32,2111,chemical process,
530,530,10,1,19,21,6,9,1,19,21,6,0.32,2111,chemical process,
530,530,10,1,19,20,6,9,1,19,20,6,0.32,2111,chemical process,
530,530,10,1,4,4,6,9,1,4,4,6,0.32,2111,chemical process,
530,530,10,1,6,0,6,9,1,6,0,6,0.32,2111,chemical process,
530,530,10,1,6,-1,6,9,1,6,-1,6,0.32,2111,chemical process,
530,530,10,1,5,29,6,9,1,5,29,6,0.32,2111,chemical process,
530,530,10,1,5,28,6,9,1,5,28,6,0.32,2111,chemical process,
530,530,10,1,5,27,6,9,1,5,27,6,0.32,2111,chemical process,
530,530,10,1,5,26,6,9,1,5,26,6,0.32,2111,chemical process,
530,530,10,1,5,25,6,9,1,5,25,6,0.32,2111,chemical process,
530,530,10,1,5,24,6,9,1,5,24,6,0.32,2111,chemical process,
530,530,10,1,5,23,6,9,1,5,23,6,0.32,2111,chemical process,
530,530,10,1,5,22,6,9,1,5,22,6,0.32,2111,chemical process,
530,530,10,1,5,21,6,9,1,5,21,6,0.32,2111,chemical process,
530,530,10,1,5,20,6,9,1,5,20,6,0.32,2111,chemical process,
530,530,10,1,5,19,6,9,1,5,19,6,0.32,2111,chemical process,
530,530,10,1,5,18,6,9,1,5,18,6,0.32,2111,chemical process,
530,530,10,1,5,17,6,9,1,5,17,6,0.32,2111,chemical process,
530,530,10,1,5,16,6,9,1,5,16,6,0.32,2111,chemical process,
530,530,10,1,5,15,6,9,1,5,15,6,0.32,2111,chemical process,
530,530,10,1,6,1,6,9,1,6,1,6,0.32,2111,chemical process,
530,530,10,1,6,2,6,9,1,6,2,6,0.32,2111,chemical process,
530,530,10,1,6,3,6,9,1,6,3,6,0.32,2111,chemical process,
530,530,10,1,6,13,6,9,1,6,13,6,0.32,2111,chemical process,
530,530,10,1,6,20,6,9,1,6,20,6,0.32,2111,chemical process,
530,530,10,1,6,19,6,9,1,6,19,6,0.32,2111,chemical process,
530,530,10,1,6,18,6,9,1,6,18,6,0.32,2111,chemical process,
530,530,10,1,6,17,6,9,1,6,17,6,0.32,2111,chemical process,
530,530,10,1,6,16,6,9,1,6,16,6,0.32,2111,chemical process,
530,530,10,1,6,15,6,9,1,6,15,6,0.32,2111,chemical process,
530,530,10,1,6,14,6,9,1,6,14,6,0.32,2111,chemical process,
530,530,10,1,6,12,6,9,1,6,12,6,0.32,2111,chemical process,
530,530,10,1,6,4,6,9,1,6,4,6,0.32,2111,chemical process,
530,530,10,1,6,11,6,9,1,6,11,6,0.32,2111,chemical process,
530,530,10,1,6,10,6,9,1,6,10,6,0.32,2111,chemical process,
530,530,10,1,6,9,6,9,1,6,9,6,0.32,2111,chemical process,
530,530,10,1,6,8,6,9,1,6,8,6,0.32,2111,chemical process,
530,530,10,1,6,7,6,9,1,6,7,6,0.32,2111,chemical process,
530,530,10,1,6,6,6,9,1,6,6,6,0.32,2111,chemical process,
530,530,10,1,6,5,6,9,1,6,5,6,0.32,2111,chemical process,
530,530,10,1,5,14,6,9,1,5,14,6,0.32,2111,chemical process,
530,530,10,1,5,13,6,9,1,5,13,6,0.32,2111,chemical process,
530,530,10,1,5,12,6,9,1,5,12,6,0.32,2111,chemical process,
530,530,10,1,4,14,6,9,1,4,14,6,0.32,2111,chemical process,
530,530,10,1,4,21,6,9,1,4,21,6,0.32,2111,chemical process,
530,530,10,1,4,20,6,9,1,4,20,6,0.32,2111,chemical process,
530,530,10,1,4,19,6,9,1,4,19,6,0.32,2111,chemical process,
530,530,10,1,4,18,6,9,1,4,18,6,0.32,2111,chemical process,
530,530,10,1,4,17,6,9,1,4,17,6,0.32,2111,chemical process,
530,530,10,1,4,16,6,9,1,4,16,6,0.32,2111,chemical process,
530,530,10,1,4,15,6,9,1,4,15,6,0.32,2111,chemical process,
530,530,10,1,4,13,6,9,1,4,13,6,0.32,2111,chemical process,
530,530,10,1,4,23,6,9,1,4,23,6,0.32,2111,chemical process,
530,530,10,1,4,12,6,9,1,4,12,6,0.32,2111,chemical process,
530,530,10,1,4,11,6,9,1,4,11,6,0.32,2111,chemical process,
530,530,10,1,4,10,6,9,1,4,10,6,0.32,2111,chemical process,
530,530,10,1,4,9,6,9,1,4,9,6,0.32,2111,chemical process,
530,530,10,1,4,8,6,9,1,4,8,6,0.32,2111,chemical process,
530,530,10,1,4,7,6,9,1,4,7,6,0.32,2111,chemical process,
530,530,10,1,4,6,6,9,1,4,6,6,0.32,2111,chemical process,
530,530,10,1,4,22,6,9,1,4,22,6,0.32,2111,chemical process,
530,530,10,1,4,24,6,9,1,4,24,6,0.32,2111,chemical process,
530,530,10,1,5,11,6,9,1,5,11,6,0.32,2111,chemical process,
530,530,10,1,5,3,6,9,1,5,3,6,0.32,2111,chemical process,
530,530,10,1,5,10,6,9,1,5,10,6,0.32,2111,chemical process,
530,530,10,1,5,9,6,9,1,5,9,6,0.32,2111,chemical process,
530,530,10,1,5,8,6,9,1,5,8,6,0.32,2111,chemical process,
530,530,10,1,5,7,6,9,1,5,7,6,0.32,2111,chemical process,
530,530,10,1,5,6,6,9,1,5,6,6,0.32,2111,chemical process,
530,530,10,1,5,5,6,9,1,5,5,6,0.32,2111,chemical process,
530,530,10,1,5,4,6,9,1,5,4,6,0.32,2111,chemical process,
530,530,10,1,5,2,6,9,1,5,2,6,0.32,2111,chemical process,
530,530,10,1,4,25,6,9,1,4,25,6,0.32,2111,chemical process,
530,530,10,1,5,1,6,9,1,5,1,6,0.32,2111,chemical process,
530,530,10,1,5,0,6,9,1,5,0,6,0.32,2111,chemical process,
530,530,10,1,5,-1,6,9,1,5,-1,6,0.32,2111,chemical process,
530,530,10,1,4,29,6,9,1,4,29,6,0.32,2111,chemical process,
530,530,10,1,4,28,6,9,1,4,28,6,0.32,2111,chemical process,
530,530,10,1,4,27,6,9,1,4,27,6,0.32,2111,chemical process,
530,530,10,1,4,26,6,9,1,4,26,6,0.32,2111,chemical process,
530,530,10,1,6,21,6,9,1,6,21,6,0.32,2111,chemical process,
530,530,10,1,6,22,6,9,1,6,22,6,0.32,2111,chemical process,
530,530,10,1,6,23,6,9,1,6,23,6,0.32,2111,chemical process,
530,530,10,1,8,11,6,9,1,8,11,6,0.32,2111,chemical process,
530,530,10,1,8,18,6,9,1,8,18,6,0.32,2111,chemical process,
530,530,10,1,8,17,6,9,1,8,17,6,0.32,2111,chemical process,
530,530,10,1,8,16,6,9,1,8,16,6,0.32,2111,chemical process,
530,530,10,1,8,15,6,9,1,8,15,6,0.32,2111,chemical process,
530,530,10,1,8,14,6,9,1,8,14,6,0.32,2111,chemical process,
530,530,10,1,8,13,6,9,1,8,13,6,0.32,2111,chemical process,
530,530,10,1,8,12,6,9,1,8,12,6,0.32,2111,chemical process,
530,530,10,1,8,10,6,9,1,8,10,6,0.32,2111,chemical process,
530,530,10,1,8,20,6,9,1,8,20,6,0.32,2111,chemical process,
530,530,10,1,8,9,6,9,1,8,9,6,0.32,2111,chemical process,
530,530,10,1,8,8,6,9,1,8,8,6,0.32,2111,chemical process,
530,530,10,1,8,7,6,9,1,8,7,6,0.32,2111,chemical process,
530,530,10,1,8,6,6,9,1,8,6,6,0.32,2111,chemical process,
530,530,10,1,8,5,6,9,1,8,5,6,0.32,2111,chemical process,
530,530,10,1,8,4,6,9,1,8,4,6,0.32,2111,chemical process,
530,530,10,1,8,3,6,9,1,8,3,6,0.32,2111,chemical process,
530,530,10,1,8,19,6,9,1,8,19,6,0.32,2111,chemical process,
530,530,10,1,8,21,6,9,1,8,21,6,0.32,2111,chemical process,
530,530,10,1,8,1,6,9,1,8,1,6,0.32,2111,chemical process,
530,530,10,1,9,0,6,9,1,9,0,6,0.32,2111,chemical process,
530,530,10,1,9,7,6,9,1,9,7,6,0.32,2111,chemical process,
530,530,10,1,9,6,6,9,1,9,6,6,0.32,2111,chemical process,
530,530,10,1,9,5,6,9,1,9,5,6,0.32,2111,chemical process,
530,530,10,1,9,4,6,9,1,9,4,6,0.32,2111,chemical process,
530,530,10,1,9,3,6,9,1,9,3,6,0.32,2111,chemical process,
530,530,10,1,9,2,6,9,1,9,2,6,0.32,2111,chemical process,
530,530,10,1,9,1,6,9,1,9,1,6,0.32,2111,chemical process,
530,530,10,1,9,-1,6,9,1,9,-1,6,0.32,2111,chemical process,
530,530,10,1,8,22,6,9,1,8,22,6,0.32,2111,chemical process,
530,530,10,1,8,29,6,9,1,8,29,6,0.32,2111,chemical process,
530,530,10,1,8,28,6,9,1,8,28,6,0.32,2111,chemical process,
530,530,10,1,8,27,6,9,1,8,27,6,0.32,2111,chemical process,
530,530,10,1,8,26,6,9,1,8,26,6,0.32,2111,chemical process,
530,530,10,1,8,25,6,9,1,8,25,6,0.32,2111,chemical process,
530,530,10,1,8,24,6,9,1,8,24,6,0.32,2111,chemical process,
530,530,10,1,8,23,6,9,1,8,23,6,0.32,2111,chemical process,
530,530,10,1,8,2,6,9,1,8,2,6,0.32,2111,chemical process,
530,530,10,1,8,0,6,9,1,8,0,6,0.32,2111,chemical process,
530,530,10,1,6,24,6,9,1,6,24,6,0.32,2111,chemical process,
530,530,10,1,7,2,6,9,1,7,2,6,0.32,2111,chemical process,
530,530,10,1,7,9,6,9,1,7,9,6,0.32,2111,chemical process,
530,530,10,1,7,8,6,9,1,7,8,6,0.32,2111,chemical process,
530,530,10,1,7,7,6,9,1,7,7,6,0.32,2111,chemical process,
530,530,10,1,7,6,6,9,1,7,6,6,0.32,2111,chemical process,
530,530,10,1,7,5,6,9,1,7,5,6,0.32,2111,chemical process,
530,530,10,1,7,4,6,9,1,7,4,6,0.32,2111,chemical process,
530,530,10,1,7,3,6,9,1,7,3,6,0.32,2111,chemical process,
530,530,10,1,7,1,6,9,1,7,1,6,0.32,2111,chemical process,
530,530,10,1,7,11,6,9,1,7,11,6,0.32,2111,chemical process,
530,530,10,1,7,0,6,9,1,7,0,6,0.32,2111,chemical process,
530,530,10,1,7,-1,6,9,1,7,-1,6,0.32,2111,chemical process,
530,530,10,1,6,29,6,9,1,6,29,6,0.32,2111,chemical process,
530,530,10,1,6,28,6,9,1,6,28,6,0.32,2111,chemical process,
530,530,10,1,6,27,6,9,1,6,27,6,0.32,2111,chemical process,
530,530,10,1,6,26,6,9,1,6,26,6,0.32,2111,chemical process,
530,530,10,1,6,25,6,9,1,6,25,6,0.32,2111,chemical process,
530,530,10,1,7,10,6,9,1,7,10,6,0.32,2111,chemical process,
530,530,10,1,7,12,6,9,1,7,12,6,0.32,2111,chemical process,
530,530,10,1,8,-1,6,9,1,8,-1,6,0.32,2111,chemical process,
530,530,10,1,7,22,6,9,1,7,22,6,0.32,2111,chemical process,
530,530,10,1,7,29,6,9,1,7,29,6,0.32,2111,chemical process,
530,530,10,1,7,28,6,9,1,7,28,6,0.32,2111,chemical process,
530,530,10,1,7,27,6,9,1,7,27,6,0.32,2111,chemical process,
530,530,10,1,7,26,6,9,1,7,26,6,0.32,2111,chemical process,
530,530,10,1,7,25,6,9,1,7,25,6,0.32,2111,chemical process,
530,530,10,1,7,24,6,9,1,7,24,6,0.32,2111,chemical process,
530,530,10,1,7,23,6,9,1,7,23,6,0.32,2111,chemical process,
530,530,10,1,7,21,6,9,1,7,21,6,0.32,2111,chemical process,
530,530,10,1,7,13,6,9,1,7,13,6,0.32,2111,chemical process,
530,530,10,1,7,20,6,9,1,7,20,6,0.32,2111,chemical process,
530,530,10,1,7,19,6,9,1,7,19,6,0.32,2111,chemical process,
530,530,10,1,7,18,6,9,1,7,18,6,0.32,2111,chemical process,
530,530,10,1,7,17,6,9,1,7,17,6,0.32,2111,chemical process,
530,530,10,1,7,16,6,9,1,7,16,6,0.32,2111,chemical process,
530,530,10,1,7,15,6,9,1,7,15,6,0.32,2111,chemical process,
530,530,10,1,7,14,6,9,1,7,14,6,0.32,2111,chemical process,
530,530,10,1,4,5,6,9,1,4,5,6,0.32,2111,chemical process,
530,530,10,1,4,3,6,9,1,4,3,6,0.32,2111,chemical process,
530,530,10,1,19,19,6,9,1,19,19,6,0.32,2111,chemical process,
530,530,10,1,4,2,6,9,1,4,2,6,0.32,2111,chemical process,
530,530,10,1,0,25,6,9,1,0,25,6,0.32,2111,chemical process,
530,530,10,1,0,24,6,9,1,0,24,6,0.32,2111,chemical process,
530,530,10,1,0,23,6,9,1,0,23,6,0.32,2111,chemical process,
530,530,10,1,0,22,6,9,1,0,22,6,0.32,2111,chemical process,
530,530,10,1,0,21,6,9,1,0,21,6,0.32,2111,chemical process,
530,530,10,1,0,20,6,9,1,0,20,6,0.32,2111,chemical process,
530,530,10,1,0,19,6,9,1,0,19,6,0.32,2111,chemical process,
530,530,10,1,0,18,6,9,1,0,18,6,0.32,2111,chemical process,
530,530,10,1,0,17,6,9,1,0,17,6,0.32,2111,chemical process,
530,530,10,1,0,16,6,9,1,0,16,6,0.32,2111,chemical process,
530,530,10,1,0,15,6,9,1,0,15,6,0.32,2111,chemical process,
530,530,10,1,0,14,6,9,1,0,14,6,0.32,2111,chemical process,
530,530,10,1,0,13,6,9,1,0,13,6,0.32,2111,chemical process,
530,530,10,1,0,12,6,9,1,0,12,6,0.32,2111,chemical process,
530,530,10,1,0,11,6,9,1,0,11,6,0.32,2111,chemical process,
530,530,10,1,0,10,6,9,1,0,10,6,0.32,2111,chemical process,
530,530,10,1,0,9,6,9,1,0,9,6,0.32,2111,chemical process,
530,530,10,1,0,26,6,9,1,0,26,6,0.32,2111,chemical process,
530,530,10,1,0,27,6,9,1,0,27,6,0.32,2111,chemical process,
530,530,10,1,0,28,6,9,1,0,28,6,0.32,2111,chemical process,
530,530,10,1,1,7,6,9,1,1,7,6,0.32,2111,chemical process,
530,530,10,1,1,14,6,9,1,1,14,6,0.32,2111,chemical process,
530,530,10,1,1,13,6,9,1,1,13,6,0.32,2111,chemical process,
530,530,10,1,1,12,6,9,1,1,12,6,0.32,2111,chemical process,
530,530,10,1,1,11,6,9,1,1,11,6,0.32,2111,chemical process,
530,530,10,1,1,10,6,9,1,1,10,6,0.32,2111,chemical process,
530,530,10,1,1,9,6,9,1,1,9,6,0.32,2111,chemical process,
530,530,10,1,1,8,6,9,1,1,8,6,0.32,2111,chemical process,
530,530,10,1,1,6,6,9,1,1,6,6,0.32,2111,chemical process,
530,530,10,1,0,29,6,9,1,0,29,6,0.32,2111,chemical process,
530,530,10,1,1,5,6,9,1,1,5,6,0.32,2111,chemical process,
530,530,10,1,1,4,6,9,1,1,4,6,0.32,2111,chemical process,
530,530,10,1,1,3,6,9,1,1,3,6,0.32,2111,chemical process,
530,530,10,1,1,2,6,9,1,1,2,6,0.32,2111,chemical process,
530,530,10,1,1,1,6,9,1,1,1,6,0.32,2111,chemical process,
530,530,10,1,1,0,6,9,1,1,0,6,0.32,2111,chemical process,
530,530,10,1,1,-1,6,9,1,1,-1,6,0.32,2111,chemical process,
530,530,10,1,0,8,6,9,1,0,8,6,0.32,2111,chemical process,
530,530,10,1,0,7,6,9,1,0,7,6,0.32,2111,chemical process,
530,530,10,1,0,6,6,9,1,0,6,6,0.32,2111,chemical process,
530,530,10,1,-1,8,6,9,1,-1,8,6,0.32,2111,chemical process,
530,530,10,1,-1,15,6,9,1,-1,15,6,0.32,2111,chemical process,
530,530,10,1,-1,14,6,9,1,-1,14,6,0.32,2111,chemical process,
530,530,10,1,-1,13,6,9,1,-1,13,6,0.32,2111,chemical process,
530,530,10,1,-1,12,6,9,1,-1,12,6,0.32,2111,chemical process,
530,530,10,1,-1,11,6,9,1,-1,11,6,0.32,2111,chemical process,
530,530,10,1,-1,10,6,9,1,-1,10,6,0.32,2111,chemical process,
530,530,10,1,-1,9,6,9,1,-1,9,6,0.32,2111,chemical process,
530,530,10,1,-1,7,6,9,1,-1,7,6,0.32,2111,chemical process,
530,530,10,1,-1,17,6,9,1,-1,17,6,0.32,2111,chemical process,
530,530,10,1,-1,6,6,9,1,-1,6,6,0.32,2111,chemical process,
530,530,10,1,-1,5,6,9,1,-1,5,6,0.32,2111,chemical process,
530,530,10,1,-1,4,6,9,1,-1,4,6,0.32,2111,chemical process,
530,530,10,1,-1,3,6,9,1,-1,3,6,0.32,2111,chemical process,
530,530,10,1,-1,2,6,9,1,-1,2,6,0.32,2111,chemical process,
530,530,10,1,-1,1,6,9,1,-1,1,6,0.32,2111,chemical process,
530,530,10,1,-1,0,6,9,1,-1,0,6,0.32,2111,chemical process,
530,530,10,1,-1,16,6,9,1,-1,16,6,0.32,2111,chemical process,
530,530,10,1,-1,18,6,9,1,-1,18,6,0.32,2111,chemical process,
530,530,10,1,0,5,6,9,1,0,5,6,0.32,2111,chemical process,
530,530,10,1,-1,28,6,9,1,-1,28,6,0.32,2111,chemical process,
530,530,10,1,0,4,6,9,1,0,4,6,0.32,2111,chemical process,
530,530,10,1,0,3,6,9,1,0,3,6,0.32,2111,chemical process,
530,530,10,1,0,2,6,9,1,0,2,6,0.32,2111,chemical process,
530,530,10,1,0,1,6,9,1,0,1,6,0.32,2111,chemical process,
530,530,10,1,0,0,6,9,1,0,0,6,0.32,2111,chemical process,
530,530,10,1,0,-1,6,9,1,0,-1,6,0.32,2111,chemical process,
530,530,10,1,-1,29,6,9,1,-1,29,6,0.32,2111,chemical process,
530,530,10,1,-1,27,6,9,1,-1,27,6,0.32,2111,chemical process,
530,530,10,1,-1,19,6,9,1,-1,19,6,0.32,2111,chemical process,
530,530,10,1,-1,26,6,9,1,-1,26,6,0.32,2111,chemical process,
530,530,10,1,-1,25,6,9,1,-1,25,6,0.32,2111,chemical process,
530,530,10,1,-1,24,6,9,1,-1,24,6,0.32,2111,chemical process,
530,530,10,1,-1,23,6,9,1,-1,23,6,0.32,2111,chemical process,
530,530,10,1,-1,22,6,9,1,-1,22,6,0.32,2111,chemical process,
530,530,10,1,-1,21,6,9,1,-1,21,6,0.32,2111,chemical process,
530,530,10,1,-1,20,6,9,1,-1,20,6,0.32,2111,chemical process,
530,530,10,1,1,15,6,9,1,1,15,6,0.32,2111,chemical process,
530,530,10,1,1,16,6,9,1,1,16,6,0.32,2111,chemical process,
530,530,10,1,1,17,6,9,1,1,17,6,0.32,2111,chemical process,
530,530,10,1,3,5,6,9,1,3,5,6,0.32,2111,chemical process,
530,530,10,1,3,12,6,9,1,3,12,6,0.32,2111,chemical process,
530,530,10,1,3,11,6,9,1,3,11,6,0.32,2111,chemical process,
530,530,10,1,3,10,6,9,1,3,10,6,0.32,2111,chemical process,
530,530,10,1,3,9,6,9,1,3,9,6,0.32,2111,chemical process,
530,530,10,1,3,8,6,9,1,3,8,6,0.32,2111,chemical process,
530,530,10,1,3,7,6,9,1,3,7,6,0.32,2111,chemical process,
530,530,10,1,3,6,6,9,1,3,6,6,0.32,2111,chemical process,
530,530,10,1,3,4,6,9,1,3,4,6,0.32,2111,chemical process,
530,530,10,1,3,14,6,9,1,3,14,6,0.32,2111,chemical process,
530,530,10,1,3,3,6,9,1,3,3,6,0.32,2111,chemical process,
530,530,10,1,3,2,6,9,1,3,2,6,0.32,2111,chemical process,
530,530,10,1,3,1,6,9,1,3,1,6,0.32,2111,chemical process,
530,530,10,1,3,0,6,9,1,3,0,6,0.32,2111,chemical process,
530,530,10,1,3,-1,6,9,1,3,-1,6,0.32,2111,chemical process,
530,530,10,1,2,29,6,9,1,2,29,6,0.32,2111,chemical process,
530,530,10,1,2,28,6,9,1,2,28,6,0.32,2111,chemical process,
530,530,10,1,3,13,6,9,1,3,13,6,0.32,2111,chemical process,
530,530,10,1,3,15,6,9,1,3,15,6,0.32,2111,chemical process,
530,530,10,1,2,26,6,9,1,2,26,6,0.32,2111,chemical process,
530,530,10,1,3,25,6,9,1,3,25,6,0.32,2111,chemical process,
530,530,10,1,4,1,6,9,1,4,1,6,0.32,2111,chemical process,
530,530,10,1,4,0,6,9,1,4,0,6,0.32,2111,chemical process,
530,530,10,1,4,-1,6,9,1,4,-1,6,0.32,2111,chemical process,
530,530,10,1,3,29,6,9,1,3,29,6,0.32,2111,chemical process,
530,530,10,1,3,28,6,9,1,3,28,6,0.32,2111,chemical process,
530,530,10,1,3,27,6,9,1,3,27,6,0.32,2111,chemical process,
530,530,10,1,3,26,6,9,1,3,26,6,0.32,2111,chemical process,
530,530,10,1,3,24,6,9,1,3,24,6,0.32,2111,chemical process,
530,530,10,1,3,16,6,9,1,3,16,6,0.32,2111,chemical process,
530,530,10,1,3,23,6,9,1,3,23,6,0.32,2111,chemical process,
530,530,10,1,3,22,6,9,1,3,22,6,0.32,2111,chemical process,
530,530,10,1,3,21,6,9,1,3,21,6,0.32,2111,chemical process,
530,530,10,1,3,20,6,9,1,3,20,6,0.32,2111,chemical process,
530,530,10,1,3,19,6,9,1,3,19,6,0.32,2111,chemical process,
530,530,10,1,3,18,6,9,1,3,18,6,0.32,2111,chemical process,
530,530,10,1,3,17,6,9,1,3,17,6,0.32,2111,chemical process,
530,530,10,1,2,27,6,9,1,2,27,6,0.32,2111,chemical process,
530,530,10,1,2,25,6,9,1,2,25,6,0.32,2111,chemical process,
530,530,10,1,1,18,6,9,1,1,18,6,0.32,2111,chemical process,
530,530,10,1,1,27,6,9,1,1,27,6,0.32,2111,chemical process,
530,530,10,1,2,3,6,9,1,2,3,6,0.32,2111,chemical process,
530,530,10,1,2,2,6,9,1,2,2,6,0.32,2111,chemical process,
530,530,10,1,2,1,6,9,1,2,1,6,0.32,2111,chemical process,
530,530,10,1,2,0,6,9,1,2,0,6,0.32,2111,chemical process,
530,530,10,1,2,-1,6,9,1,2,-1,6,0.32,2111,chemical process,
530,530,10,1,1,29,6,9,1,1,29,6,0.32,2111,chemical process,
530,530,10,1,1,28,6,9,1,1,28,6,0.32,2111,chemical process,
530,530,10,1,1,26,6,9,1,1,26,6,0.32,2111,chemical process,
530,530,10,1,2,5,6,9,1,2,5,6,0.32,2111,chemical process,
530,530,10,1,1,25,6,9,1,1,25,6,0.32,2111,chemical process,
530,530,10,1,1,24,6,9,1,1,24,6,0.32,2111,chemical process,
530,530,10,1,1,23,6,9,1,1,23,6,0.32,2111,chemical process,
530,530,10,1,1,22,6,9,1,1,22,6,0.32,2111,chemical process,
530,530,10,1,1,21,6,9,1,1,21,6,0.32,2111,chemical process,
530,530,10,1,1,20,6,9,1,1,20,6,0.32,2111,chemical process,
530,530,10,1,1,19,6,9,1,1,19,6,0.32,2111,chemical process,
530,530,10,1,2,4,6,9,1,2,4,6,0.32,2111,chemical process,
530,530,10,1,2,6,6,9,1,2,6,6,0.32,2111,chemical process,
530,530,10,1,2,24,6,9,1,2,24,6,0.32,2111,chemical process,
530,530,10,1,2,16,6,9,1,2,16,6,0.32,2111,chemical process,
530,530,10,1,2,23,6,9,1,2,23,6,0.32,2111,chemical process,
530,530,10,1,2,22,6,9,1,2,22,6,0.32,2111,chemical process,
530,530,10,1,2,21,6,9,1,2,21,6,0.32,2111,chemical process,
530,530,10,1,2,20,6,9,1,2,20,6,0.32,2111,chemical process,
530,530,10,1,2,19,6,9,1,2,19,6,0.32,2111,chemical process,
530,530,10,1,2,18,6,9,1,2,18,6,0.32,2111,chemical process,
530,530,10,1,2,17,6,9,1,2,17,6,0.32,2111,chemical process,
530,530,10,1,2,15,6,9,1,2,15,6,0.32,2111,chemical process,
530,530,10,1,2,7,6,9,1,2,7,6,0.32,2111,chemical process,
530,530,10,1,2,14,6,9,1,2,14,6,0.32,2111,chemical process,
530,530,10,1,2,13,6,9,1,2,13,6,0.32,2111,chemical process,
530,530,10,1,2,12,6,9,1,2,12,6,0.32,2111,chemical process,
530,530,10,1,2,11,6,9,1,2,11,6,0.32,2111,chemical process,
530,530,10,1,2,10,6,9,1,2,10,6,0.32,2111,chemical process,
530,530,10,1,2,9,6,9,1,2,9,6,0.32,2111,chemical process,
530,530,10,1,2,8,6,9,1,2,8,6,0.32,2111,chemical process,
530,530,10,1,9,8,6,9,1,9,8,6,0.32,2111,chemical process,
530,530,10,1,9,9,6,9,1,9,9,6,0.32,2111,chemical process,
530,530,10,1,9,10,6,9,1,9,10,6,0.32,2111,chemical process,
530,530,10,1,9,11,6,9,1,9,11,6,0.32,2111,chemical process,
530,530,10,1,16,11,6,9,1,16,11,6,0.32,2111,chemical process,
530,530,10,1,16,10,6,9,1,16,10,6,0.32,2111,chemical process,
530,530,10,1,16,9,6,9,1,16,9,6,0.32,2111,chemical process,
530,530,10,1,16,8,6,9,1,16,8,6,0.32,2111,chemical process,
530,530,10,1,16,7,6,9,1,16,7,6,0.32,2111,chemical process,
530,530,10,1,16,6,6,9,1,16,6,6,0.32,2111,chemical process,
530,530,10,1,16,5,6,9,1,16,5,6,0.32,2111,chemical process,
530,530,10,1,16,4,6,9,1,16,4,6,0.32,2111,chemical process,
530,530,10,1,16,3,6,9,1,16,3,6,0.32,2111,chemical process,
530,530,10,1,16,2,6,9,1,16,2,6,0.32,2111,chemical process,
530,530,10,1,16,1,6,9,1,16,1,6,0.32,2111,chemical process,
530,530,10,1,16,0,6,9,1,16,0,6,0.32,2111,chemical process,
530,530,10,1,16,-1,6,9,1,16,-1,6,0.32,2111,chemical process,
530,530,10,1,15,29,6,9,1,15,29,6,0.32,2111,chemical process,
530,530,10,1,15,28,6,9,1,15,28,6,0.32,2111,chemical process,
530,530,10,1,15,27,6,9,1,15,27,6,0.32,2111,chemical process,
530,530,10,1,15,26,6,9,1,15,26,6,0.32,2111,chemical process,
530,530,10,1,16,12,6,9,1,16,12,6,0.32,2111,chemical process,
530,530,10,1,16,13,6,9,1,16,13,6,0.32,2111,chemical process,
530,530,10,1,16,14,6,9,1,16,14,6,0.32,2111,chemical process,
530,530,10,1,16,24,6,9,1,16,24,6,0.32,2111,chemical process,
530,530,10,1,17,0,6,9,1,17,0,6,0.32,2111,chemical process,
530,530,10,1,17,-1,6,9,1,17,-1,6,0.32,2111,chemical process,
530,530,10,1,16,29,6,9,1,16,29,6,0.32,2111,chemical process,
530,530,10,1,16,28,6,9,1,16,28,6,0.32,2111,chemical process,
530,530,10,1,16,27,6,9,1,16,27,6,0.32,2111,chemical process,
530,530,10,1,16,26,6,9,1,16,26,6,0.32,2111,chemical process,
530,530,10,1,16,25,6,9,1,16,25,6,0.32,2111,chemical process,
530,530,10,1,16,23,6,9,1,16,23,6,0.32,2111,chemical process,
530,530,10,1,16,15,6,9,1,16,15,6,0.32,2111,chemical process,
530,530,10,1,16,22,6,9,1,16,22,6,0.32,2111,chemical process,
530,530,10,1,16,21,6,9,1,16,21,6,0.32,2111,chemical process,
530,530,10,1,16,20,6,9,1,16,20,6,0.32,2111,chemical process,
530,530,10,1,16,19,6,9,1,16,19,6,0.32,2111,chemical process,
530,530,10,1,16,18,6,9,1,16,18,6,0.32,2111,chemical process,
530,530,10,1,16,17,6,9,1,16,17,6,0.32,2111,chemical process,
530,530,10,1,16,16,6,9,1,16,16,6,0.32,2111,chemical process,
530,530,10,1,15,25,6,9,1,15,25,6,0.32,2111,chemical process,
530,530,10,1,15,24,6,9,1,15,24,6,0.32,2111,chemical process,
530,530,10,1,15,23,6,9,1,15,23,6,0.32,2111,chemical process,
530,530,10,1,14,25,6,9,1,14,25,6,0.32,2111,chemical process,
530,530,10,1,15,1,6,9,1,15,1,6,0.32,2111,chemical process,
530,530,10,1,15,0,6,9,1,15,0,6,0.32,2111,chemical process,
530,530,10,1,15,-1,6,9,1,15,-1,6,0.32,2111,chemical process,
530,530,10,1,14,29,6,9,1,14,29,6,0.32,2111,chemical process,
530,530,10,1,14,28,6,9,1,14,28,6,0.32,2111,chemical process,
