input_flow,input_layer,input_layer_key,input_sub_layer,input_sub_layer_key,output_flow,output_layer,output_target_key,process,technology,value
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,passiveJunctionBox,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,passiveJunctionBox,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,passiveJunctionBox,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,pcbWEEECat,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,pump,,,WEEE_2RM_mechRec2Smelter_other,material,ironWroughtAndCast,shredding,,
WEEE_mechRec1_mechRec2,component,pump,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,refrigerant,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,remoteControl,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,rotor,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,rotor,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,screw,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,screw,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,sensorUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,sensorUnspecified,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,bitumen,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,ceramicComposites,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,concrete,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,glass,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,ironWroughtAndCast,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,oil4,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrUndefinedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,otherOrganics,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,plasticComposites,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,reinforcedPlastics,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,sand,shredding,,
WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,,,WEEE_2RM_mechRec2Smelter_other,material,steelAndSteelAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,speakerEEE2,,,WEEE_2RM_mechRec2Smelter_other,material,undefinedAndMixedMaterials,shredding,,
WEEE_mechRec1_mechRec2,component,transformator,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,transformator,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,transmission,,,WEEE_2RM_mechRec2Smelter_other,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,transmission,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,transmission,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,transmitter,,,WEEE_2RM_mechRec2Smelter_other,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,transmitter,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,transmitter,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,wheel,,,WEEE_2RM_mechRec2Smelter_other,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,wheel,,,WEEE_2RM_mechRec2Smelter_other,material,plastics,shredding,,
WEEE_mechRec1_mechRec2,component,wheel,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPA6GF30,shredding,,
WEEE_mechRec1_mechRec2,component,wheel,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPTF20,shredding,,
WEEE_mechRec1_mechRec2,component,wheel,,,WEEE_2RM_mechRec2Smelter_other,material,polymerPPTF30,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_thermal,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_thermal,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_thermal,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_chem,material,AlAndAlAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_chem,material,CuAndCuAlloys,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_chem,material,ferrousMetals,shredding,,
WEEE_mechRec1_mechRec2,component,powerSupply,,,WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,shredding,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_2RM_thermal2Smelter_other,element,Ag,thermal process,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_2RM_thermal2Smelter_other,element,Ca,thermal process,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_2RM_thermal2Smelter_other,element,Cu,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_thermal2Smelter_other,element,Ag,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_thermal2Smelter_other,element,Al,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_thermal2Smelter_other,element,Dy,thermal process,,
WEEE_mechRec2_thermal,material,AlAndAlAlloys,,,WEEE_2RM_thermal2Smelter_other,element,Al,thermal process,,
WEEE_mechRec2_thermal,material,CuAndCuAlloys,,,WEEE_2RM_thermal2Smelter_other,element,Cu,thermal process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_2RM_chem2Smelter_other,element,Ag,chemical process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_2RM_chem2Smelter_other,element,Ca,chemical process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_2RM_chem2Smelter_other,element,Cu,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_chem2Smelter_other,element,Ag,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_chem2Smelter_other,element,Al,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_2RM_chem2Smelter_other,element,Dy,chemical process,,
WEEE_mechRec2_chem,material,AlAndAlAlloys,,,WEEE_2RM_chem2Smelter_other,element,Al,chemical process,,
WEEE_mechRec2_chem,material,CuAndCuAlloys,,,WEEE_2RM_chem2Smelter_other,element,Cu,chemical process,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_thermal_chem,element,Ag,thermal process,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_thermal_chem,element,Ca,thermal process,,
WEEE_mechRec2_thermal,material,ferrousMetals,,,WEEE_thermal_chem,element,Cu,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_thermal_chem,element,Ag,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_thermal_chem,element,Al,thermal process,,
WEEE_mechRec2_thermal,material,otherMetalsAndMetalAlloys,,,WEEE_thermal_chem,element,Dy,thermal process,,
WEEE_mechRec2_thermal,material,AlAndAlAlloys,,,WEEE_thermal_chem,element,Al,thermal process,,
WEEE_mechRec2_thermal,material,CuAndCuAlloys,,,WEEE_thermal_chem,element,Cu,thermal process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_mechRec2_thermal,element,Ag,chemical process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_mechRec2_thermal,element,Ca,chemical process,,
WEEE_mechRec2_chem,material,ferrousMetals,,,WEEE_mechRec2_thermal,element,Cu,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_mechRec2_thermal,element,Ag,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_mechRec2_thermal,element,Al,chemical process,,
WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,,,WEEE_mechRec2_thermal,element,Dy,chemical process,,
WEEE_mechRec2_chem,material,AlAndAlAlloys,,,WEEE_mechRec2_thermal,element,Al,chemical process,,
WEEE_mechRec2_chem,material,CuAndCuAlloys,,,WEEE_mechRec2_thermal,element,Cu,chemical process,,
WEEE_thermal_chem,element,Ag,,,WEEE_2RM_chem2Smelter_other,element,Ag,chemical process,,
WEEE_thermal_chem,element,Ca,,,WEEE_2RM_chem2Smelter_other,element,Ca,chemical process,,
WEEE_thermal_chem,element,Cu,,,WEEE_2RM_chem2Smelter_other,element,Cu,chemical process,,
WEEE_thermal_chem,element,Ag,,,WEEE_2RM_chem2Smelter_other,element,Ag,chemical process,,
WEEE_thermal_chem,element,Al,,,WEEE_2RM_chem2Smelter_other,element,Al,chemical process,,
WEEE_thermal_chem,element,Dy,,,WEEE_2RM_chem2Smelter_other,element,Dy,chemical process,,
WEEE_thermal_chem,element,Al,,,WEEE_2RM_chem2Smelter_other,element,Al,chemical process,,
WEEE_thermal_chem,element,Cu,,,WEEE_2RM_chem2Smelter_other,element,Cu,chemical process,,
WEEE_chem_thermal,element,Ag,,,WEEE_2RM_thermal2Smelter_other,element,Ag,thermal process,,
WEEE_chem_thermal,element,Ca,,,WEEE_2RM_thermal2Smelter_other,element,Ca,thermal process,,
WEEE_chem_thermal,element,Cu,,,WEEE_2RM_thermal2Smelter_other,element,Cu,thermal process,,
WEEE_chem_thermal,element,Ag,,,WEEE_2RM_thermal2Smelter_other,element,Ag,thermal process,,
WEEE_chem_thermal,element,Al,,,WEEE_2RM_thermal2Smelter_other,element,Al,thermal process,,
WEEE_chem_thermal,element,Dy,,,WEEE_2RM_thermal2Smelter_other,element,Dy,thermal process,,
WEEE_chem_thermal,element,Al,,,WEEE_2RM_thermal2Smelter_other,element,Al,thermal process,,
WEEE_chem_thermal,element,Cu,,,WEEE_2RM_thermal2Smelter_other,element,Cu,thermal process,,
