scenario,year,region,flow,product,component,material,element,parameterCode,data,unit,DQS
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,rotor,plastics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,rotor,plastics,,m-c,0.668294081644316,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,CuAndCuAlloys,Ag,e-m,0.691866138312136,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,CuAndCuAlloys,Dy,e-m,0.210456505990982,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,CuAndCuAlloys,Zr,e-m,0.0976773556968826,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,CuAndCuAlloys,,m-c,0.116914884374829,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,Ag,e-m,0.333586219996984,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,Ca,e-m,0.151687631644905,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,Ga,e-m,0.122590827473985,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,Mo,e-m,0.357584151675617,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,Sm,e-m,0.0345511692085098,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,ferrousMetals,,m-c,0.883085115625172,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,screw,,,c-p,0.0051234941284289,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,sensorUnspecified,ferrousMetals,,m-c,0.721394507178116,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,sensorUnspecified,,,c-p,0.0078446717485554,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,sensorUnspecified,plastics,,m-c,0.278605492821884,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Ag,e-m,0.154220804045867,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,As,e-m,0.0365865452179905,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Cu,e-m,0.230822814582517,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Dy,e-m,0.0334196591806783,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Ga,e-m,0.0276118180595484,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Mn,e-m,0.215064991449756,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Mo,e-m,0.115790999891611,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Sm,e-m,0.0765868222767745,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Sr,e-m,0.0014662276511039,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,Zr,e-m,0.108429317644153,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,CuAndCuAlloys,,m-c,0.0565169811298724,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,bitumen,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,bitumen,,m-c,0.0022343123449337,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ceramicComposites,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ceramicComposites,,m-c,0.0077719294102589,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,concrete,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,concrete,,m-c,0.0658424638966002,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,glass,Ag,e-m,0.26631324976411,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,glass,Pd,e-m,0.23945457886912,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,glass,Sc,e-m,0.0705191053761167,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,glass,Zr,e-m,0.423713065990653,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,glass,,m-c,0.028902414500114,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,Ag,e-m,0.0644186223548488,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,Ca,e-m,0.477382358151923,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,Ga,e-m,0.0389407291716081,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,Mo,e-m,0.320948376502072,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,Sm,e-m,0.0983099138195476,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,ironWroughtAndCast,,m-c,0.0825817868632345,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,,,c-p,0.0019116868883417,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,oil4,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,oil4,,m-c,0.0385644892170694,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ag,e-m,0.041976259729209,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Al,e-m,0.0276478867593684,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,As,e-m,0.0247447441998274,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Bi,e-m,0.11793608281675,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ca,e-m,0.299049484661236,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Cl,e-m,0.0117990407085562,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Dy,e-m,0.0732774163260835,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Ga,e-m,0.0120789817714791,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Mn,e-m,0.0434326892709574,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Mo,e-m,0.0010068261420593,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,O,e-m,0.149470154422966,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Sm,e-m,0.0923392732954523,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,Zr,e-m,0.105241159896056,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherMetalsAndMetalAlloys,,m-c,0.175006155413227,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherOrUndefinedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherOrUndefinedMaterials,,m-c,0.0629770112536935,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherOrganics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,otherOrganics,,m-c,0.0070528552797353,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,plasticComposites,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,plasticComposites,,m-c,0.0693730300287306,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,plastics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,plastics,,m-c,0.034867262432364,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,reinforcedPlastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,reinforcedPlastics,,m-c,0.126329064733754,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,sand,Ag,e-m,0.315469900918583,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,sand,Pd,e-m,0.0732995921407358,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,sand,Sc,e-m,0.593239485590529,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,sand,Zr,e-m,0.0179910213501525,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,sand,,m-c,0.0853705461332628,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,Ag,e-m,0.0954439046557558,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,Cu,e-m,0.0562026370722765,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,Ga,e-m,0.314631434615074,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,Mo,e-m,0.0201688968497421,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,O,e-m,0.417906271200199,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,Sm,e-m,0.0956468556069523,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,shadowComponentWEEE,steelAndSteelAlloys,,m-c,0.15660969736315,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,solenoidValve,,,c-p,0.0244723298644815,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Ag,e-m,0.0159965805964152,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,As,e-m,0.0307992238269356,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Cu,e-m,0.409894459621281,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Ga,e-m,0.0407453299739846,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Mn,e-m,0.213060203358907,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Mo,e-m,0.0017548878974748,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,Sm,e-m,0.287749314725002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,AlAndAlAlloys,,m-c,0.116123160392121,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,CuAndCuAlloys,Ag,e-m,0.651766068529498,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,CuAndCuAlloys,Dy,e-m,0.0923740469241259,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,CuAndCuAlloys,Zr,e-m,0.255859884546375,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,CuAndCuAlloys,,m-c,0.396250034860489,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,Ag,e-m,0.0867546656692644,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,Cu,e-m,0.0498549240911805,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,Ga,e-m,0.16608674971778,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,Mo,e-m,0.0916286681956081,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,O,e-m,0.273699153240602,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,Sm,e-m,0.331975839085566,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,ferrousMetals,,m-c,0.0544538535779621,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,,,c-p,0.0065504882319402,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,otherMetalsAndMetalAlloys,Ag,e-m,0.0867237082726137,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,otherMetalsAndMetalAlloys,Al,e-m,0.582132326336409,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,otherMetalsAndMetalAlloys,Dy,e-m,0.331143965390977,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,otherMetalsAndMetalAlloys,,m-c,0.121018405472799,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,plastics,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,plastics,,m-c,0.169623631285518,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,undefinedAndMixedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,speakerEEE2,undefinedAndMixedMaterials,,m-c,0.142530914411111,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,switch,,,c-p,0.0003856895486943,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,tonerCartridge,,,c-p,0.0011061093233076,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,CuAndCuAlloys,Ag,e-m,0.0684033982645752,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,CuAndCuAlloys,Dy,e-m,0.713845715997435,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,CuAndCuAlloys,Zr,e-m,0.21775088573799,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,CuAndCuAlloys,,m-c,0.395279134943762,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,Ag,e-m,0.358359140498499,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,Cu,e-m,0.0514861298060672,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,Ga,e-m,0.0710771250729031,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,Mo,e-m,0.0755785841744911,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,O,e-m,0.344808725280317,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,Sm,e-m,0.0986902951677218,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,ferrousMetals,,m-c,0.604720865056238,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transformator,,,c-p,0.0015790372710355,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,AlAndAlAlloys,,m-c,0.124119653338419,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,Ag,e-m,0.171063614317625,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,Cu,e-m,0.116264432211025,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,Ga,e-m,0.17094404534082,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,Mo,e-m,0.348921988916039,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,O,e-m,0.126122284092347,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,Sm,e-m,0.0666836351221439,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,ferrousMetals,,m-c,0.671695157052893,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,,,c-p,0.0046679755084818,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,plastics,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmission,plastics,,m-c,0.204185189608689,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,CuAndCuAlloys,Ag,e-m,0.359402213907686,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,CuAndCuAlloys,Dy,e-m,0.326485441035791,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,CuAndCuAlloys,Zr,e-m,0.314112345056522,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,CuAndCuAlloys,,m-c,0.264690961950493,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,Ag,e-m,0.610283524108928,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,Ca,e-m,0.0347843498896138,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,Ga,e-m,0.0789074644460905,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,Mo,e-m,0.0011063352571316,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,Sm,e-m,0.274918326298236,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,ferrousMetals,,m-c,0.50441558276346,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,,,c-p,0.0080527665734966,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,plastics,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,transmitter,plastics,,m-c,0.230893455286048,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,Ag,e-m,0.496995705254139,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,Cu,e-m,0.0199778614331317,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,Ga,e-m,0.0233591737022866,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,Mo,e-m,0.0546728102518773,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,O,e-m,0.391212159292706,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,Sm,e-m,0.0137822900658595,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,ferrousMetals,,m-c,0.156168892874188,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,,,c-p,0.0165271274914552,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,plastics,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,plastics,,m-c,0.124987851042592,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPA6GF30,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPA6GF30,,m-c,0.153141573428903,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPPTF20,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPPTF20,,m-c,0.240491736441276,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPPTF30,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat3,wheel,polymerPPTF30,,m-c,0.325209946213041,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Ag,e-m,0.143852910946873,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,As,e-m,0.156146904690736,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Cu,e-m,0.0008269864937202,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Ga,e-m,0.334286788953501,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Mn,e-m,0.250056117315821,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Mo,e-m,0.03817176261019,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,Sm,e-m,0.0766585289891593,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,AlAndAlAlloys,,m-c,0.0606184403362702,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,CuAndCuAlloys,Ag,e-m,0.196767076650717,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,CuAndCuAlloys,Dy,e-m,0.0860016287218653,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,CuAndCuAlloys,Zr,e-m,0.717231294627418,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,CuAndCuAlloys,,m-c,0.0677828623879168,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,MaterialShadowWEEE,,m-c,0.0730633934785169,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,aggregateBinderMixedMaterials,Ag,e-m,1,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,aggregateBinderMixedMaterials,,m-c,0.191719236432899,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Ag,e-m,0.0089166731761163,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Ca,e-m,0.0198455573575527,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Cu,e-m,0.105558586909627,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Ga,e-m,0.139863969572609,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Mo,e-m,0.216514209525384,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,O,e-m,0.264204855427571,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,Sm,e-m,0.245096148031139,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,ferrousMetals,,m-c,0.0255594435395278,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,glass,Ag,e-m,0.58634211412787,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,glass,Pd,e-m,0.100825763327557,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,glass,Sc,e-m,0.215893248012708,%,3
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat4a,ComponentShadowWEEE,glass,Zr,e-m,0.0969388745318661,%,2
