flows,products,components,materials,elements,mass (tonnes)
WEEE_lampsDirect_(without_LED),Cat_1,Cables,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,-1,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,-1,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_lampsDirect_(without_LED),Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,-1,-1,-1,-1,0.0
WEEE_largeEquipment,-1,-1,-1,Al,0.0
WEEE_largeEquipment,-1,-1,-1,Cu,0.0
WEEE_largeEquipment,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,-1,Cables,-1,-1,0.0
WEEE_largeEquipment,-1,Cables,-1,Al,0.0
WEEE_largeEquipment,-1,Cables,-1,Cu,0.0
WEEE_largeEquipment,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,-1,PCBUnspecified,-1,-1,0.0
WEEE_largeEquipment,-1,PCBUnspecified,-1,Al,0.0
WEEE_largeEquipment,-1,PCBUnspecified,-1,Cu,0.0
WEEE_largeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_1,-1,-1,-1,0.0
WEEE_largeEquipment,Cat_1,-1,-1,Al,0.0
WEEE_largeEquipment,Cat_1,-1,-1,Cu,0.0
WEEE_largeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_1,Cables,-1,-1,0.0
WEEE_largeEquipment,Cat_1,Cables,-1,Al,0.0
WEEE_largeEquipment,Cat_1,Cables,-1,Cu,0.0
WEEE_largeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_2,-1,-1,-1,0.0
WEEE_largeEquipment,Cat_2,-1,-1,Al,0.0
WEEE_largeEquipment,Cat_2,-1,-1,Cu,0.0
WEEE_largeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_2,Cables,-1,-1,0.0
WEEE_largeEquipment,Cat_2,Cables,-1,Al,0.0
WEEE_largeEquipment,Cat_2,Cables,-1,Cu,0.0
WEEE_largeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_largeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,-1,-1,-1,-1,0.0
WEEE_screensAndMonitors,-1,-1,-1,Al,0.0
WEEE_screensAndMonitors,-1,-1,-1,Cu,0.0
WEEE_screensAndMonitors,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,-1,Cables,-1,-1,0.0
WEEE_screensAndMonitors,-1,Cables,-1,Al,0.0
WEEE_screensAndMonitors,-1,Cables,-1,Cu,0.0
WEEE_screensAndMonitors,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,-1,-1,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,-1,Al,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,-1,Cu,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_1,-1,-1,-1,0.0
WEEE_screensAndMonitors,Cat_1,-1,-1,Al,0.0
WEEE_screensAndMonitors,Cat_1,-1,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_1,Cables,-1,-1,0.0
WEEE_screensAndMonitors,Cat_1,Cables,-1,Al,0.0
WEEE_screensAndMonitors,Cat_1,Cables,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_2,-1,-1,-1,0.0
WEEE_screensAndMonitors,Cat_2,-1,-1,Al,0.0
WEEE_screensAndMonitors,Cat_2,-1,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_2,Cables,-1,-1,0.0
WEEE_screensAndMonitors,Cat_2,Cables,-1,Al,0.0
WEEE_screensAndMonitors,Cat_2,Cables,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_screensAndMonitors,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,-1,-1,-1,-1,0.0
WEEE_smallEquipment,-1,-1,-1,Al,0.0
WEEE_smallEquipment,-1,-1,-1,Cu,0.0
WEEE_smallEquipment,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,-1,Cables,-1,-1,0.0
WEEE_smallEquipment,-1,Cables,-1,Al,0.0
WEEE_smallEquipment,-1,Cables,-1,Cu,0.0
WEEE_smallEquipment,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,-1,PCBUnspecified,-1,-1,0.0
WEEE_smallEquipment,-1,PCBUnspecified,-1,Al,0.0
WEEE_smallEquipment,-1,PCBUnspecified,-1,Cu,0.0
WEEE_smallEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_1,-1,-1,-1,0.0
WEEE_smallEquipment,Cat_1,-1,-1,Al,0.0
WEEE_smallEquipment,Cat_1,-1,-1,Cu,0.0
WEEE_smallEquipment,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_1,Cables,-1,-1,0.0
WEEE_smallEquipment,Cat_1,Cables,-1,Al,0.0
WEEE_smallEquipment,Cat_1,Cables,-1,Cu,0.0
WEEE_smallEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_2,-1,-1,-1,0.0
WEEE_smallEquipment,Cat_2,-1,-1,Al,0.0
WEEE_smallEquipment,Cat_2,-1,-1,Cu,0.0
WEEE_smallEquipment,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_2,Cables,-1,-1,0.0
WEEE_smallEquipment,Cat_2,Cables,-1,Al,0.0
WEEE_smallEquipment,Cat_2,Cables,-1,Cu,0.0
WEEE_smallEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,-1,-1,-1,-1,0.0
WEEE_smallIT,-1,-1,-1,Al,0.0
WEEE_smallIT,-1,-1,-1,Cu,0.0
WEEE_smallIT,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,-1,Cables,-1,-1,0.0
WEEE_smallIT,-1,Cables,-1,Al,0.0
WEEE_smallIT,-1,Cables,-1,Cu,0.0
WEEE_smallIT,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,-1,PCBUnspecified,-1,-1,0.0
WEEE_smallIT,-1,PCBUnspecified,-1,Al,0.0
WEEE_smallIT,-1,PCBUnspecified,-1,Cu,0.0
WEEE_smallIT,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_1,-1,-1,-1,0.0
WEEE_smallIT,Cat_1,-1,-1,Al,0.0
WEEE_smallIT,Cat_1,-1,-1,Cu,0.0
WEEE_smallIT,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_1,Cables,-1,-1,0.0
WEEE_smallIT,Cat_1,Cables,-1,Al,0.0
WEEE_smallIT,Cat_1,Cables,-1,Cu,0.0
WEEE_smallIT,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_2,-1,-1,-1,0.0
WEEE_smallIT,Cat_2,-1,-1,Al,0.0
WEEE_smallIT,Cat_2,-1,-1,Cu,0.0
WEEE_smallIT,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_2,Cables,-1,-1,0.0
WEEE_smallIT,Cat_2,Cables,-1,Al,0.0
WEEE_smallIT,Cat_2,Cables,-1,Cu,0.0
WEEE_smallIT,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_smallIT,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,-1,-1,-1,0.0
WEEE_temperatureExchangeEquipment,-1,-1,-1,Al,0.0
WEEE_temperatureExchangeEquipment,-1,-1,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,-1,-1,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,-1,Al,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,-1,-1,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,-1,Al,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_temperatureExchangeEquipment,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,-1,-1,-1,-1,0.0
WEEE_wasteBinIncineration,-1,-1,-1,Al,0.0
WEEE_wasteBinIncineration,-1,-1,-1,Cu,0.0
WEEE_wasteBinIncineration,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,-1,Cables,-1,-1,0.0
WEEE_wasteBinIncineration,-1,Cables,-1,Al,0.0
WEEE_wasteBinIncineration,-1,Cables,-1,Cu,0.0
WEEE_wasteBinIncineration,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,-1,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_1,-1,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_1,-1,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,-1,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_2,-1,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_2,-1,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,Cables,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_2,Cables,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_2,Cables,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
