,flow,layer,key,data
713,WEEE_generatedDedicated,component,onOffSwitch,239476.99037012077
714,WEEE_generatedDedicated,component,otherElectricCompUnspecified,166676.23770618037
715,WEEE_generatedDedicated,component,otherNonElectricCompUnspecified,92950.13868854038
716,WEEE_generatedDedicated,component,passiveJunctionBox,180041.2612995502
717,WEEE_generatedDedicated,component,pcbWEEECat,255373.01583574802
718,WEEE_generatedDedicated,component,plug,172726.76752546715
719,WEEE_generatedDedicated,component,powerSupply,117071.54156856693
720,WEEE_generatedDedicated,component,printedCircuitBoard,138367.09118947064
721,WEEE_generatedDedicated,component,pump,98180.14068712607
722,WEEE_generatedDedicated,component,refrigerant,259934.411551966
723,WEEE_generatedDedicated,component,remoteControl,26253.46333314889
724,WEEE_generatedDedicated,component,resistor,97473.37376177855
725,WEEE_generatedDedicated,component,rotor,238806.04658662912
726,WEEE_generatedDedicated,component,screw,71808.6558637327
727,WEEE_generatedDedicated,component,sensorUnspecified,201633.4754360782
728,WEEE_generatedDedicated,component,shadowComponentWEEE,136296.45934500176
729,WEEE_generatedDedicated,component,solenoidValve,60688.138805396695
730,WEEE_generatedDedicated,component,speakerEEE2,285928.4825461568
731,WEEE_generatedDedicated,component,switch,123991.00179470176
732,WEEE_generatedDedicated,component,tonerCartridge,110402.40643015748
733,WEEE_generatedDedicated,component,transformator,35482.666089017555
734,WEEE_generatedDedicated,component,transmission,275377.17116811476
735,WEEE_generatedDedicated,component,transmitter,232178.5876220372
736,WEEE_generatedDedicated,component,wheel,326240.1606172662
737,WEEE_mechRec1_mechRec2,component,ComponentShadowWEEE,1328.2864887363528
738,WEEE_mechRec1_mechRec2,component,ConductivitySensor,279.19679280183215
739,WEEE_mechRec1_mechRec2,component,LED,122.66036702685055
740,WEEE_mechRec1_mechRec2,component,LidarSensor (&lt;15cm),709.6982108138006
741,WEEE_mechRec1_mechRec2,component,MagnetSensor,274.3596518480546
742,WEEE_mechRec1_mechRec2,component,PCBWEEECat,7.826440053365374
743,WEEE_mechRec1_mechRec2,component,PCBunspecified,31.633785656443482
744,WEEE_mechRec1_mechRec2,component,PVBacksheet,4143.263827699862
745,WEEE_mechRec1_mechRec2,component,PVEncapsulationEVA,467.8435053371792
746,WEEE_mechRec1_mechRec2,component,PVFrameAl,333.52409545825446
747,WEEE_mechRec1_mechRec2,component,PVSolarGlass,724.3430736043981
748,WEEE_mechRec1_mechRec2,component,PVcellSi,68.42027367135047
749,WEEE_mechRec1_mechRec2,component,WEEEEvaporator,32.3875276087318
750,WEEE_mechRec1_mechRec2,component,brush,25.27819507581697
751,WEEE_mechRec1_mechRec2,component,cableUnspecified,374.3284752153881
752,WEEE_mechRec1_mechRec2,component,cableWOPlug,239.37409688495637
753,WEEE_mechRec1_mechRec2,component,cableWPlug,525.4907781035591
754,WEEE_mechRec1_mechRec2,component,cableWithConnector,496.2038088511628
755,WEEE_mechRec1_mechRec2,component,cables,1931.1838915940903
756,WEEE_mechRec1_mechRec2,component,cablewire,2.7964692382779863
757,WEEE_mechRec1_mechRec2,component,capElectrolytic,19.53635522049497
758,WEEE_mechRec1_mechRec2,component,casingPlasticBased,2093.9237704355905
759,WEEE_mechRec1_mechRec2,component,casingSteelBased,2.4494574808648237
760,WEEE_mechRec1_mechRec2,component,casingUnspecified,103.67030813163396
761,WEEE_mechRec1_mechRec2,component,coldCathodeLamp,239.86380090738186
762,WEEE_mechRec1_mechRec2,component,compContainHazardSubst,117.27957868915604
763,WEEE_mechRec1_mechRec2,component,compressor,79.53289917094246
764,WEEE_mechRec1_mechRec2,component,condensator,12.105709433066425
765,WEEE_mechRec1_mechRec2,component,contactor,170.42837627286218
766,WEEE_mechRec1_mechRec2,component,displayCRT,23.95791635134159
767,WEEE_mechRec1_mechRec2,component,displayLCD,0.47776632020603943
768,WEEE_mechRec1_mechRec2,component,displayLCDunder100cm2,102.78578416619742
769,WEEE_mechRec1_mechRec2,component,displayOther,105.22284128516236
770,WEEE_mechRec1_mechRec2,component,displayPlasma,3.880325229954618
771,WEEE_mechRec1_mechRec2,component,driveCDDExt,5.806347535728178
772,WEEE_mechRec1_mechRec2,component,driveCDDInt,2964.7288423852774
773,WEEE_mechRec1_mechRec2,component,driveFDD,30.087916571841706
774,WEEE_mechRec1_mechRec2,component,driveHDD,932.1703323095437
775,WEEE_mechRec1_mechRec2,component,driveUnspecified,626.6272328629701
776,WEEE_mechRec1_mechRec2,component,electricEngine,751.9531337776137
777,WEEE_mechRec1_mechRec2,component,filterFoamBased,4.5030166792774455
778,WEEE_mechRec1_mechRec2,component,fuse,24.480153435539144
779,WEEE_mechRec1_mechRec2,component,gear,135.9463865544354
780,WEEE_mechRec1_mechRec2,component,heatingCoolingEEEairCondenser,96.43531525225933
781,WEEE_mechRec1_mechRec2,component,heatingCoolingEEEfan,248.4910098290388
782,WEEE_mechRec1_mechRec2,component,heatingCoolingEEEheatSink,167.8582860813845
783,WEEE_mechRec1_mechRec2,component,inductor,125.35046272297977
784,WEEE_mechRec1_mechRec2,component,insulation,18.775344094122364
785,WEEE_mechRec1_mechRec2,component,keyboard,80.20402124442329
786,WEEE_mechRec1_mechRec2,component,knob,1080.937438056529
787,WEEE_mechRec1_mechRec2,component,lenseAssembly,37.791831747339565
788,WEEE_mechRec1_mechRec2,component,lighting,90.37841455827405
789,WEEE_mechRec1_mechRec2,component,lightingFlash,748.6877471444852
790,WEEE_mechRec1_mechRec2,component,magnetPermanent,668.351820004878
791,WEEE_mechRec1_mechRec2,component,magnetron,13.96447334177187
792,WEEE_mechRec1_mechRec2,component,mainboardInclCPUgpu,5.175021135210449
793,WEEE_mechRec1_mechRec2,component,non-electricCoil,221.22549749961496
794,WEEE_mechRec1_mechRec2,component,nonElectricCoil,83.8405994828429
795,WEEE_mechRec1_mechRec2,component,onOffSwitch,649.2270664873218
796,WEEE_mechRec1_mechRec2,component,otherElectricCompUnspecified,185.85608837971012
797,WEEE_mechRec1_mechRec2,component,otherNonElectricCompUnspecified,151.53178939341092
798,WEEE_mechRec1_mechRec2,component,passiveJunctionBox,23.078602974010437
799,WEEE_mechRec1_mechRec2,component,plug,49.60571696796869
800,WEEE_mechRec1_mechRec2,component,powerSupply,525.0923234790713
801,WEEE_mechRec1_mechRec2,component,printedCircuitBoard,186.68238686523787
802,WEEE_mechRec1_mechRec2,component,pump,37.07338809964996
803,WEEE_mechRec1_mechRec2,component,refrigerant,1671.7578369505802
804,WEEE_mechRec1_mechRec2,component,remoteControl,33.04512861181089
805,WEEE_mechRec1_mechRec2,component,resistor,10.0653201513464
806,WEEE_mechRec1_mechRec2,component,rotor,70.38151157417559
807,WEEE_mechRec1_mechRec2,component,screw,523.371724000806
808,WEEE_mechRec1_mechRec2,component,sensorUnspecified,266.7493083790083
809,WEEE_mechRec1_mechRec2,component,shadowComponentWEEE,134.6960937282795
810,WEEE_mechRec1_mechRec2,component,solenoidValve,45.83734320861029
811,WEEE_mechRec1_mechRec2,component,speakerEEE2,268.4107252299067
812,WEEE_mechRec1_mechRec2,component,switch,34.600534399656055
813,WEEE_mechRec1_mechRec2,component,tonerCartridge,2.2378779384466863
814,WEEE_mechRec1_mechRec2,component,transformator,256.8668898409055
815,WEEE_mechRec1_mechRec2,component,transmission,879.7245697688904
816,WEEE_mechRec1_mechRec2,component,transmitter,15.618869094313107
817,WEEE_mechRec1_mechRec2,component,wheel,21.053333810227596
818,WEEE_categ_mechRec2,component,ComponentShadowWEEE,14167.482229580839
819,WEEE_categ_mechRec2,component,ConductivitySensor,25160.441165405035
820,WEEE_categ_mechRec2,component,LED,11957.306646932891
821,WEEE_categ_mechRec2,component,LidarSensor (&lt;15cm),7538.792770258185
822,WEEE_categ_mechRec2,component,MagnetSensor,47266.46155829047
823,WEEE_categ_mechRec2,component,PCBWEEECat,8579.033250902254
824,WEEE_categ_mechRec2,component,PCBunspecified,19658.95323712914
825,WEEE_categ_mechRec2,component,PVBacksheet,21441.988437763575
826,WEEE_categ_mechRec2,component,PVEncapsulationEVA,21575.874078204015
827,WEEE_categ_mechRec2,component,PVFrameAl,19195.80990991171
828,WEEE_categ_mechRec2,component,PVSolarGlass,11442.235272122944
829,WEEE_categ_mechRec2,component,PVcellSi,21754.386435260447
830,WEEE_categ_mechRec2,component,WEEEEvaporator,11568.67403386663
831,WEEE_categ_mechRec2,component,brush,10670.630495811612
832,WEEE_categ_mechRec2,component,cableUnspecified,32555.168205796985
833,WEEE_categ_mechRec2,component,cableWOPlug,4963.731223326236
834,WEEE_categ_mechRec2,component,cableWPlug,12340.374560699976
835,WEEE_categ_mechRec2,component,cableWithConnector,9310.354487669976
836,WEEE_categ_mechRec2,component,cables,21971.238887548134
837,WEEE_categ_mechRec2,component,cablewire,19941.959723139287
838,WEEE_categ_mechRec2,component,capElectrolytic,14421.249503424991
839,WEEE_categ_mechRec2,component,casingPlasticBased,15849.99750946755
840,WEEE_categ_mechRec2,component,casingSteelBased,14645.160569580692
841,WEEE_categ_mechRec2,component,casingUnspecified,21825.80344485882
842,WEEE_categ_mechRec2,component,coldCathodeLamp,34678.91807266806
843,WEEE_categ_mechRec2,component,compContainHazardSubst,15888.918107115516
844,WEEE_categ_mechRec2,component,compressor,31579.51074910013
845,WEEE_categ_mechRec2,component,condensator,21765.90338531848
846,WEEE_categ_mechRec2,component,contactor,4158.963171341437
847,WEEE_categ_mechRec2,component,displayCRT,18900.16912857026
848,WEEE_categ_mechRec2,component,displayLCD,11465.926950416724
849,WEEE_categ_mechRec2,component,displayLCDunder100cm2,15119.462656358854
850,WEEE_categ_mechRec2,component,displayOther,13579.155248965848
851,WEEE_categ_mechRec2,component,displayPlasma,23166.92961264071
852,WEEE_categ_mechRec2,component,driveCDDExt,5702.381274409048
853,WEEE_categ_mechRec2,component,driveCDDInt,19144.98970335913
854,WEEE_categ_mechRec2,component,driveFDD,17533.092555299732
855,WEEE_categ_mechRec2,component,driveHDD,16402.298592107672
856,WEEE_categ_mechRec2,component,driveUnspecified,30180.4038387075
857,WEEE_categ_mechRec2,component,electricEngine,42691.40385689125
858,WEEE_categ_mechRec2,component,filterFoamBased,10748.167042064817
859,WEEE_categ_mechRec2,component,fuse,18695.40469665761
860,WEEE_categ_mechRec2,component,gear,6410.25062176568
861,WEEE_categ_mechRec2,component,heatingCoolingEEEairCondenser,15736.803055004753
862,WEEE_categ_mechRec2,component,heatingCoolingEEEfan,14721.494667745583
863,WEEE_categ_mechRec2,component,heatingCoolingEEEheatSink,19382.05591363629
864,WEEE_categ_mechRec2,component,inductor,9359.84382995589
865,WEEE_categ_mechRec2,component,insulation,10465.951353760624
866,WEEE_categ_mechRec2,component,keyboard,10665.467741698982
867,WEEE_categ_mechRec2,component,knob,23524.270319200303
868,WEEE_categ_mechRec2,component,lenseAssembly,1564.2097823671968
869,WEEE_categ_mechRec2,component,lighting,29500.944936622782
870,WEEE_categ_mechRec2,component,lightingFlash,23804.718089420596
871,WEEE_categ_mechRec2,component,magnetPermanent,26963.947079225116
872,WEEE_categ_mechRec2,component,magnetron,11009.34087621529
873,WEEE_categ_mechRec2,component,mainboardInclCPUgpu,16210.011871199307
874,WEEE_categ_mechRec2,component,non-electricCoil,16941.536637191297
875,WEEE_categ_mechRec2,component,nonElectricCoil,30311.57648502729
876,WEEE_categ_mechRec2,component,onOffSwitch,20686.19092721239
877,WEEE_categ_mechRec2,component,otherElectricCompUnspecified,11582.628931201478
878,WEEE_categ_mechRec2,component,otherNonElectricCompUnspecified,5789.773306702275
879,WEEE_categ_mechRec2,component,passiveJunctionBox,20126.99442190809
880,WEEE_categ_mechRec2,component,pcbWEEECat,23781.894464376324
881,WEEE_categ_mechRec2,component,plug,20954.729380725417
882,WEEE_categ_mechRec2,component,powerSupply,10956.541606842819
883,WEEE_categ_mechRec2,component,printedCircuitBoard,21735.92160466063
884,WEEE_categ_mechRec2,component,pump,9781.387062527056
885,WEEE_categ_mechRec2,component,refrigerant,30350.392620575036
886,WEEE_categ_mechRec2,component,remoteControl,3279.0344701079025
887,WEEE_categ_mechRec2,component,resistor,11017.619635834228
888,WEEE_categ_mechRec2,component,rotor,25068.8267213999
889,WEEE_categ_mechRec2,component,screw,8422.3819182934
890,WEEE_categ_mechRec2,component,sensorUnspecified,18377.832849143047
891,WEEE_categ_mechRec2,component,shadowComponentWEEE,16573.673836070244
892,WEEE_categ_mechRec2,component,solenoidValve,4464.233316042297
893,WEEE_categ_mechRec2,component,speakerEEE2,28318.013429580267
894,WEEE_categ_mechRec2,component,switch,12745.897060699435
895,WEEE_categ_mechRec2,component,tonerCartridge,14568.351198846767
896,WEEE_categ_mechRec2,component,transformator,5505.7633881462625
897,WEEE_categ_mechRec2,component,transmission,21288.49776629827
898,WEEE_categ_mechRec2,component,transmitter,26833.463909248625
899,WEEE_categ_mechRec2,component,wheel,19152.593787985385
900,WEEE_categ_mechRec1,component,ComponentShadowWEEE,8230.225097125482
901,WEEE_categ_mechRec1,component,ConductivitySensor,13590.578282889832
902,WEEE_categ_mechRec1,component,LED,6454.0955253189795
903,WEEE_categ_mechRec1,component,LidarSensor (&lt;15cm),6895.50211038269
904,WEEE_categ_mechRec1,component,MagnetSensor,19142.2157983918
905,WEEE_categ_mechRec1,component,PCBWEEECat,5072.57104838063
906,WEEE_categ_mechRec1,component,PCBunspecified,10827.870569314211
907,WEEE_categ_mechRec1,component,PVBacksheet,12418.626909666587
908,WEEE_categ_mechRec1,component,PVEncapsulationEVA,9147.744951823184
909,WEEE_categ_mechRec1,component,PVFrameAl,10185.386542345826
910,WEEE_categ_mechRec1,component,PVSolarGlass,4745.2839306284695
911,WEEE_categ_mechRec1,component,PVcellSi,12819.440537913199
912,WEEE_categ_mechRec1,component,WEEEEvaporator,6869.813346045938
913,WEEE_categ_mechRec1,component,brush,6032.393313434402
914,WEEE_categ_mechRec1,component,cableUnspecified,13182.153204480066
915,WEEE_categ_mechRec1,component,cableWOPlug,1897.0456635722537
916,WEEE_categ_mechRec1,component,cableWPlug,7931.351726654857
917,WEEE_categ_mechRec1,component,cableWithConnector,4424.355891928004
918,WEEE_categ_mechRec1,component,cables,9908.917664031116
919,WEEE_categ_mechRec1,component,cablewire,9832.562844332551
920,WEEE_categ_mechRec1,component,capElectrolytic,5892.30142574923
921,WEEE_categ_mechRec1,component,casingPlasticBased,10020.580714126947
922,WEEE_categ_mechRec1,component,casingSteelBased,9746.475866216366
923,WEEE_categ_mechRec1,component,casingUnspecified,8436.449931663541
924,WEEE_categ_mechRec1,component,coldCathodeLamp,19649.550020171075
925,WEEE_categ_mechRec1,component,compContainHazardSubst,9694.015659996441
926,WEEE_categ_mechRec1,component,compressor,12892.275766464436
927,WEEE_categ_mechRec1,component,condensator,8589.029747447177
928,WEEE_categ_mechRec1,component,contactor,1540.7001428735225
929,WEEE_categ_mechRec1,component,displayCRT,8634.034468172533
930,WEEE_categ_mechRec1,component,displayLCD,5669.763227291233
931,WEEE_categ_mechRec1,component,displayLCDunder100cm2,8157.249354835895
932,WEEE_categ_mechRec1,component,displayOther,7300.619621431859
933,WEEE_categ_mechRec1,component,displayPlasma,10602.46765110054
934,WEEE_categ_mechRec1,component,driveCDDExt,3207.7191996809725
935,WEEE_categ_mechRec1,component,driveCDDInt,10492.018442826165
936,WEEE_categ_mechRec1,component,driveFDD,9483.5085600015
937,WEEE_categ_mechRec1,component,driveHDD,9796.782182402998
938,WEEE_categ_mechRec1,component,driveUnspecified,14384.719827585015
939,WEEE_categ_mechRec1,component,electricEngine,18595.76819974595
940,WEEE_categ_mechRec1,component,filterFoamBased,6681.665176704012
941,WEEE_categ_mechRec1,component,fuse,9851.538560482324
942,WEEE_categ_mechRec1,component,gear,3647.600073256517
943,WEEE_categ_mechRec1,component,heatingCoolingEEEairCondenser,5439.8123425022
944,WEEE_categ_mechRec1,component,heatingCoolingEEEfan,8684.610639205623
945,WEEE_categ_mechRec1,component,heatingCoolingEEEheatSink,13278.247159606988
946,WEEE_categ_mechRec1,component,inductor,4262.93654634839
947,WEEE_categ_mechRec1,component,insulation,7916.965532217337
948,WEEE_categ_mechRec1,component,keyboard,5138.313096057627
949,WEEE_categ_mechRec1,component,knob,13982.463738816028
950,WEEE_categ_mechRec1,component,lenseAssembly,1616.0514064459908
951,WEEE_categ_mechRec1,component,lighting,11455.276556149696
952,WEEE_categ_mechRec1,component,lightingFlash,13571.602484327912
953,WEEE_categ_mechRec1,component,magnetPermanent,13767.89135385828
954,WEEE_categ_mechRec1,component,magnetron,6949.9449580775245
955,WEEE_categ_mechRec1,component,mainboardInclCPUgpu,7898.718152498071
956,WEEE_categ_mechRec1,component,non-electricCoil,6970.755708484752
957,WEEE_categ_mechRec1,component,nonElectricCoil,13109.936125838743
958,WEEE_categ_mechRec1,component,onOffSwitch,11031.433429812401
959,WEEE_categ_mechRec1,component,otherElectricCompUnspecified,5536.843999029204
960,WEEE_categ_mechRec1,component,otherNonElectricCompUnspecified,4417.712716805826
961,WEEE_categ_mechRec1,component,passiveJunctionBox,7608.2466029548
962,WEEE_categ_mechRec1,component,pcbWEEECat,12078.601722809313
963,WEEE_categ_mechRec1,component,plug,11459.745565459516
964,WEEE_categ_mechRec1,component,powerSupply,4545.613653787711
965,WEEE_categ_mechRec1,component,printedCircuitBoard,15162.218004296037
966,WEEE_categ_mechRec1,component,pump,4381.679356626152
967,WEEE_categ_mechRec1,component,refrigerant,13194.160915596316
968,WEEE_categ_mechRec1,component,remoteControl,1986.491261416786
969,WEEE_categ_mechRec1,component,resistor,8899.690115082856
970,WEEE_categ_mechRec1,component,rotor,15363.166600419763
971,WEEE_categ_mechRec1,component,screw,5264.391286484288
972,WEEE_categ_mechRec1,component,sensorUnspecified,15010.886623468146
973,WEEE_categ_mechRec1,component,shadowComponentWEEE,7030.542031613546
974,WEEE_categ_mechRec1,component,solenoidValve,3545.9368338338254
975,WEEE_categ_mechRec1,component,speakerEEE2,18182.60155397553
976,WEEE_categ_mechRec1,component,switch,5295.671746858098
977,WEEE_categ_mechRec1,component,tonerCartridge,6656.3680656082815
978,WEEE_categ_mechRec1,component,transformator,2778.9868519087904
979,WEEE_categ_mechRec1,component,transmission,10874.503481764536
980,WEEE_categ_mechRec1,component,transmitter,11348.067205633322
981,WEEE_categ_mechRec1,component,wheel,8477.812535172168
0,WEEE_generatedComplementaryExported,material,AlAndAlAlloys,342243.41790755244
1,WEEE_generatedComplementaryExported,material,CuAndCuAlloys,305708.1056644465
2,WEEE_generatedComplementaryExported,material,MaterialShadowWEEE,741.6511637577743
3,WEEE_generatedComplementaryExported,material,aggregateBinderMixedMaterials,1282.8884107167598
4,WEEE_generatedComplementaryExported,material,bitumen,1797.440764305257
5,WEEE_generatedComplementaryExported,material,carbon,31216.413077904148
6,WEEE_generatedComplementaryExported,material,ceramicComposites,1048.9592847064946
7,WEEE_generatedComplementaryExported,material,concrete,1346.72937738133
8,WEEE_generatedComplementaryExported,material,ferrousMetals,433199.3994762484
9,WEEE_generatedComplementaryExported,material,glass,105826.3703538282
10,WEEE_generatedComplementaryExported,material,glassAndCeramics,1858.0847836533253
11,WEEE_generatedComplementaryExported,material,ironWroughtAndCast,14058.985840407438
12,WEEE_generatedComplementaryExported,material,non-ferrousMetals,1814.089991997919
13,WEEE_generatedComplementaryExported,material,oil4,601.421282760427
14,WEEE_generatedComplementaryExported,material,otherFerrousAlloys,7060.31774048917
15,WEEE_generatedComplementaryExported,material,otherMetalsAndMetalAlloys,115641.38810941807
16,WEEE_generatedComplementaryExported,material,otherMinerals,1155.2449120024185
17,WEEE_generatedComplementaryExported,material,otherOrUndefinedMaterials,341711.3276837367
18,WEEE_generatedComplementaryExported,material,otherOrganics,24291.102531773315
19,WEEE_generatedComplementaryExported,material,plasticComposites,8586.341826275702
20,WEEE_generatedComplementaryExported,material,plastics,681434.3029722556
21,WEEE_generatedComplementaryExported,material,polymerPA6GF30,21938.271161373414
22,WEEE_generatedComplementaryExported,material,polymerPPGF30,1752.6559755153996
23,WEEE_generatedComplementaryExported,material,polymerPPTF20,38831.91734014988
24,WEEE_generatedComplementaryExported,material,polymerPPTF30,59871.56337038575
25,WEEE_generatedComplementaryExported,material,reinforcedPlastics,407.593142003508
26,WEEE_generatedComplementaryExported,material,sand,842.4953645303875
27,WEEE_generatedComplementaryExported,material,steelAndSteelAlloys,54748.662980098576
28,WEEE_generatedComplementaryExported,material,undefinedAndMixedMaterials,151303.44398276086
29,WEEE_generatedComplementaryExported,material,wood,891.2412417514875
30,WEEE_mechRec2_chem,material,AlAndAlAlloys,15.796411358842164
31,WEEE_mechRec2_chem,material,CuAndCuAlloys,1.1324193635640718
32,WEEE_mechRec2_chem,material,ferrousMetals,53.375517509225226
33,WEEE_mechRec2_chem,material,otherMetalsAndMetalAlloys,35.73109637420924
34,WEEE_generatedComplementaryUndocumented,material,AlAndAlAlloys,417267.45255208376
35,WEEE_generatedComplementaryUndocumented,material,CuAndCuAlloys,505700.84535646683
36,WEEE_generatedComplementaryUndocumented,material,MaterialShadowWEEE,2923.0221411676157
37,WEEE_generatedComplementaryUndocumented,material,aggregateBinderMixedMaterials,5156.449659196805
38,WEEE_generatedComplementaryUndocumented,material,bitumen,1425.926895088189
39,WEEE_generatedComplementaryUndocumented,material,carbon,22895.669916572268
40,WEEE_generatedComplementaryUndocumented,material,ceramicComposites,3788.7767933276104
41,WEEE_generatedComplementaryUndocumented,material,concrete,5636.504961937737
42,WEEE_generatedComplementaryUndocumented,material,ferrousMetals,632990.5635912514
43,WEEE_generatedComplementaryUndocumented,material,glass,137967.97865123747
44,WEEE_generatedComplementaryUndocumented,material,glassAndCeramics,3286.352382836825
45,WEEE_generatedComplementaryUndocumented,material,ironWroughtAndCast,23554.01187631919
46,WEEE_generatedComplementaryUndocumented,material,non-ferrousMetals,3482.9295112126933
47,WEEE_generatedComplementaryUndocumented,material,oil4,2280.6140848394675
48,WEEE_generatedComplementaryUndocumented,material,otherFerrousAlloys,3722.0545967058647
49,WEEE_generatedComplementaryUndocumented,material,otherMetalsAndMetalAlloys,110854.565261714
50,WEEE_generatedComplementaryUndocumented,material,otherMinerals,3352.5083696865877
51,WEEE_generatedComplementaryUndocumented,material,otherOrUndefinedMaterials,426917.7324719034
52,WEEE_generatedComplementaryUndocumented,material,otherOrganics,36849.96968611565
53,WEEE_generatedComplementaryUndocumented,material,plasticComposites,22100.520991708905
54,WEEE_generatedComplementaryUndocumented,material,plastics,903646.6977062185
55,WEEE_generatedComplementaryUndocumented,material,polymerPA6GF30,19266.53109478422
56,WEEE_generatedComplementaryUndocumented,material,polymerPPGF30,3795.89065415201
57,WEEE_generatedComplementaryUndocumented,material,polymerPPTF20,23715.40694630031
58,WEEE_generatedComplementaryUndocumented,material,polymerPPTF30,35437.81486905943
59,WEEE_generatedComplementaryUndocumented,material,reinforcedPlastics,1648.855362039221
60,WEEE_generatedComplementaryUndocumented,material,sand,2442.2942485329127
61,WEEE_generatedComplementaryUndocumented,material,steelAndSteelAlloys,84314.37275622238
62,WEEE_generatedComplementaryUndocumented,material,undefinedAndMixedMaterials,221776.46080862943
63,WEEE_generatedComplementaryUndocumented,material,wood,3217.157135594171
64,WEEE_2RM_mechRec1Smelter_other,material,AlAndAlAlloys,2275.126384743763
65,WEEE_2RM_mechRec1Smelter_other,material,CuAndCuAlloys,3141.9905094295477
66,WEEE_2RM_mechRec1Smelter_other,material,MaterialShadowWEEE,291.9094492168413
67,WEEE_2RM_mechRec1Smelter_other,material,aggregateBinderMixedMaterials,231.319291901793
68,WEEE_2RM_mechRec1Smelter_other,material,bitumen,0.03621195193557219
69,WEEE_2RM_mechRec1Smelter_other,material,carbon,484.62046349617657
70,WEEE_2RM_mechRec1Smelter_other,material,ceramicComposites,6.526900148960822
71,WEEE_2RM_mechRec1Smelter_other,material,concrete,0.3026835900362267
72,WEEE_2RM_mechRec1Smelter_other,material,ferrousMetals,5508.184321932936
73,WEEE_2RM_mechRec1Smelter_other,material,glass,1054.172883868901
74,WEEE_2RM_mechRec1Smelter_other,material,glassAndCeramics,81.17983813825983
75,WEEE_2RM_mechRec1Smelter_other,material,ironWroughtAndCast,193.03373227028644
76,WEEE_2RM_mechRec1Smelter_other,material,non-ferrousMetals,76.33775039551945
77,WEEE_2RM_mechRec1Smelter_other,material,oil4,4.897137293874405
78,WEEE_2RM_mechRec1Smelter_other,material,otherFerrousAlloys,6.940010966353336
79,WEEE_2RM_mechRec1Smelter_other,material,otherMetalsAndMetalAlloys,1363.1228896620814
80,WEEE_2RM_mechRec1Smelter_other,material,otherMinerals,69.61572973754897
81,WEEE_2RM_mechRec1Smelter_other,material,otherOrUndefinedMaterials,3416.8689804195524
82,WEEE_2RM_mechRec1Smelter_other,material,otherOrganics,282.43297591891496
83,WEEE_2RM_mechRec1Smelter_other,material,plasticComposites,234.0547692921663
84,WEEE_2RM_mechRec1Smelter_other,material,plastics,5693.4066091829445
85,WEEE_2RM_mechRec1Smelter_other,material,polymerPA6GF30,192.3556403813044
86,WEEE_2RM_mechRec1Smelter_other,material,polymerPPGF30,75.24460007950346
87,WEEE_2RM_mechRec1Smelter_other,material,polymerPPTF20,12.508965755751607
88,WEEE_2RM_mechRec1Smelter_other,material,polymerPPTF30,145.94482804783036
89,WEEE_2RM_mechRec1Smelter_other,material,reinforcedPlastics,5.392670626840057
90,WEEE_2RM_mechRec1Smelter_other,material,sand,15.70084045327846
91,WEEE_2RM_mechRec1Smelter_other,material,steelAndSteelAlloys,240.37030348132214
92,WEEE_2RM_mechRec1Smelter_other,material,undefinedAndMixedMaterials,4078.6639481704165
93,WEEE_2RM_mechRec1Smelter_other,material,wood,100.21267169234055
94,WEEE_generatedComplementaryMSW,material,AlAndAlAlloys,491302.9427880306
95,WEEE_generatedComplementaryMSW,material,CuAndCuAlloys,553542.1529065814
96,WEEE_generatedComplementaryMSW,material,MaterialShadowWEEE,2955.4284617207263
97,WEEE_generatedComplementaryMSW,material,aggregateBinderMixedMaterials,4759.025169477827
98,WEEE_generatedComplementaryMSW,material,bitumen,1983.1855679316104
99,WEEE_generatedComplementaryMSW,material,carbon,31583.94925079988
100,WEEE_generatedComplementaryMSW,material,ceramicComposites,3938.7389913363736
101,WEEE_generatedComplementaryMSW,material,concrete,5646.055009676493
102,WEEE_generatedComplementaryMSW,material,ferrousMetals,721855.5400523569
103,WEEE_generatedComplementaryMSW,material,glass,162425.50906036876
104,WEEE_generatedComplementaryMSW,material,glassAndCeramics,3722.5218660721735
105,WEEE_generatedComplementaryMSW,material,ironWroughtAndCast,27150.255662659078
106,WEEE_generatedComplementaryMSW,material,non-ferrousMetals,2859.4432067838693
107,WEEE_generatedComplementaryMSW,material,oil4,2253.787120510049
108,WEEE_generatedComplementaryMSW,material,otherFerrousAlloys,5864.6561426298285
109,WEEE_generatedComplementaryMSW,material,otherMetalsAndMetalAlloys,140957.0393143489
110,WEEE_generatedComplementaryMSW,material,otherMinerals,2432.7039865579586
111,WEEE_generatedComplementaryMSW,material,otherOrUndefinedMaterials,497524.9097198112
112,WEEE_generatedComplementaryMSW,material,otherOrganics,42660.60910087361
113,WEEE_generatedComplementaryMSW,material,plasticComposites,23191.637506647214
114,WEEE_generatedComplementaryMSW,material,plastics,1047979.5789479183
115,WEEE_generatedComplementaryMSW,material,polymerPA6GF30,26178.8743084505
116,WEEE_generatedComplementaryMSW,material,polymerPPGF30,4036.935673488583
117,WEEE_generatedComplementaryMSW,material,polymerPPTF20,34795.5859261319
118,WEEE_generatedComplementaryMSW,material,polymerPPTF30,53451.75721450706
119,WEEE_generatedComplementaryMSW,material,reinforcedPlastics,1722.7367906515412
120,WEEE_generatedComplementaryMSW,material,sand,2527.330278128155
121,WEEE_generatedComplementaryMSW,material,steelAndSteelAlloys,96661.17846731422
